RERO-17200650,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1602 45j,,Book,None,2015-11-19,1000 - Consult. surv. 28 j.,Diseases of bones and joints,"Macnamara, Nottidge Charles",J & A Churchill,London :,1887,,457
RERO-17200862,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1603 Df,,Book,None,2015-11-19,1000 - Consult. surv. 28 j.,"Das Mikroskop, : seine Construction und sein Gebrauch","Hannover, Adolphe",L Voss,Leipzig :,1854,,Df
RERO-17200876,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1604/1 Df,,Book,None,2015-11-19,1000 - Consult. surv. 28 j.,Das Mikroskop und die Methoden der mikroskopischen Untersuchung,"Behrens, Wilhelm Julius",H Bruhn,Braunschweig :,1889,,Df
RERO-17220002,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1605 37c,,Book,None,2015-11-30,1000 - Consult. surv. 28 j.,Kettle's pathology of tumours,"Kettle, Edgar Hartley",HK Lewis,London :,1945,,37c
RERO-17220074,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1606 37,,Book,None,2015-11-30,1000 - Consult. surv. 28 j.,Untersuchungen über die Arteriosklerose des kleinen Kreislaufs : aus der medizinischen Universitätsklinik zu Lund,"Ljungdahl, Malte",J F Bergmann,Wiesbaden :,1915,,37
RERO-17221586,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1607/1 10,,Book,None,2015-11-30,1000 - Consult. surv. 28 j.,Handbuch der Anatomie des Kindes,,Bergmann,München :,1938 [i. e. 1927-38],,10
RERO-17221593,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1607/1 10,STI 1607/2 | 10,Book,None,2015-11-30,1000 - Consult. surv. 28 j.,Handbuch der Anatomie des Kindes,,Bergmann,München :,1938 [i. e. 1927-38],,10
RERO-17221758,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1608/1 20,,Book,None,2015-11-30,1000 - Consult. surv. 28 j.,Vorlesungen über allgemeine Pathologie : ein Handbuch für Aerzte und Studirende,"Cohnheim, Julius",A Hirschwald,Berlin :,1882,,20
RERO-17221759,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1608/1 20,STI 1608/2 | 20,Book,None,2015-11-30,1000 - Consult. surv. 28 j.,Vorlesungen über allgemeine Pathologie : ein Handbuch für Aerzte und Studirende,"Cohnheim, Julius",A Hirschwald,Berlin :,1882,,20
1093214856,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 161/1 45j,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,"Traité des maladies des os, dans lequel on a représenté les appareils et les machines qui conviennent à leur guérison","Petit, Jean-Louis, 1674-1750",chez PG Cavellier,A Paris :,1772,,457
1093214857,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 161/1 45j,STI 161/2 | 45j,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,"Traité des maladies des os, dans lequel on a représenté les appareils et les machines qui conviennent à leur guérison","Petit, Jean-Louis, 1674-1750",chez PG Cavellier,A Paris :,1772,,457
RERO-17222319,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1610/1 20,,Book,None,2015-11-30,1000 - Consult. surv. 28 j.,Handbuch der pathologischen Anatomie,"Förster, August",L Voss,Leipzig :,1863-65,,20
RERO-17222325,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1610/1 20,STI 1610/2 | 20,Book,None,2015-11-30,1000 - Consult. surv. 28 j.,Handbuch der pathologischen Anatomie,"Förster, August",L Voss,Leipzig :,1863-65,,20
RERO-17233456,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1611 20,,Book,None,2015-12-01,1000 - Consult. surv. 28 j.,Pathology,,The CV Mosby Co,St. Louis :,1948,,20
RERO-17233649,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1612/1 20,,Book,None,2015-12-01,1000 - Consult. surv. 28 j.,Untersuchungen über Rachitis und Osteomalacie,"Recklinghausen, Friedrich von",G Fischer,Jena :,1910,,20
RERO-17233666,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1612/2 20,,Book,None,2015-12-01,1000 - Consult. surv. 28 j.,Untersuchungen über Rachitis und Osteomalacie,"Recklinghausen, Friedrich von",G Fischer,Jena :,1910,,20
RERO-17233713,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1613 620,,Book,None,2015-12-01,1000 - Consult. surv. 28 j.,Eléments de psycho-physiologie,"Roger, Henri, médecin",Masson,Paris :,1946,,620
RERO-17233763,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1614 30c,,Book,None,2015-12-01,1000 - Consult. surv. 28 j.,Ueber Form und Lage des Magens unter normalen und abnormen Bedingungen : mit zahlreichen photographischen Aufanhmen an Leichen,"Simmonds, Morris",G Fischer,Jena :,1907,,3003
RERO-17233847,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1615 10,,Book,None,2015-12-01,1000 - Consult. surv. 28 j.,Über den Zwergwuchs in anatomischer und gerichtsärztlicher Beziehung : nebst Bemerkungen über verwandte Wachsthumsstörungen des menschlichen Skeletes,"Paltauf, Arnold",A Hölder,Wien :,1891,,10
RERO-17233952,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1616/1 10,,Book,None,2015-12-01,1000 - Consult. surv. 28 j.,Lehrbuch der Anatomie des Menschen,"Gegenbaur, Karl",W Engelmann,Leipzig :,1899,,10
RERO-17233958,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1616/1 10,STI 1616/2 | 10,Book,None,2015-12-01,1000 - Consult. surv. 28 j.,Lehrbuch der Anatomie des Menschen,"Gegenbaur, Karl",W Engelmann,Leipzig :,1899,,10
RERO-17234954,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1617 10,,Book,None,2015-12-02,1000 - Consult. surv. 28 j.,Untersuchungen über die Grösse und das Gewicht der anatomischen Bestandtheile des menschlichen Körpers im gesunden und im kranken Zustande,"Thoma, Richard",FCW Vogel,Leipzig :,1882,,10
RERO-17235256,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1618/1 20,,Book,None,2015-12-02,1000 - Consult. surv. 28 j.,Pathologische Anatomie : ein Lehrbuch für Studierende und Ärzte,,G Fischer,Jena :,1936,,20
RERO-17235259,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1618/1 20,STI 1618/2 | 20,Book,None,2015-12-02,1000 - Consult. surv. 28 j.,Pathologische Anatomie : ein Lehrbuch für Studierende und Ärzte,,G Fischer,Jena :,1936,,20
RERO-17235413,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1619 20,,Book,None,2015-12-02,1000 - Consult. surv. 28 j.,Clinique et pathologie comparée : véneréologie - cancérologie - dermatoses - médecine générale - phyto-pathologie,"Bory, Louis",Masson & Cie,Paris :,1939,,20
1093214907,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 162 45d,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,"Chirurgische Wahrnehmungen : welche meistens während dem von 1756. bis 1763. gedauerten Krieg über in denen königlich preussischen Feldlazarethen von verschiedenen Wundärzten aufgezeichnet, itzo gesammlet, zusammengetragen und mit einigen hinzugesetzten Erläuterungen",,bey Arnold Weber,Berlin :,1763,,45d
RERO-17235477,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1620 20,,Book,None,2015-12-02,1000 - Consult. surv. 28 j.,Ribberts Lehrbuch der allgemeinen Pathologie und der pathologischen Anatomie,"Ribbert, Hugo",FCW Vogel,Leipzig :,1921,,20
RERO-17235566,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1621/1 20,,Book,None,2015-12-02,1000 - Consult. surv. 28 j.,Lehrbuch der allgemeinen Pathologie und der pathologischen Anatomie : für Ärzte und Studierende,"Ziegler, Ernst, médecin",G Fischer,Jena :,1905-06,,20
RERO-17235570,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1621/1 20,STI 1621/2 | 20,Book,None,2015-12-02,1000 - Consult. surv. 28 j.,Lehrbuch der allgemeinen Pathologie und der pathologischen Anatomie : für Ärzte und Studierende,"Ziegler, Ernst, médecin",G Fischer,Jena :,1905-06,,20
RERO-17235612,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1622 71,,Book,None,2015-12-02,1000 - Consult. surv. 28 j.,Anleitung zum Praeparieren auf dem Seziersaale : für Studierende,"Bardeleben, Karl von",G Fischer,Jena :,1896,,71
RERO-17235812,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1623 10a,,Book,None,2015-12-02,1000 - Consult. surv. 28 j.,Die pathologisch-histologischen Untersuchungsmethoden,"Schmorl, Georg",FCW Vogel,Leipzig :,1918,,100
RERO-17235833,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1624 10a,,Book,None,2015-12-02,1000 - Consult. surv. 28 j.,Grundzüge der allgemeinen pathologischen Histologie,"Steinhaus, Julius",Akademische Verlagsgesellschaft,Leipzig :,1909,,100
RERO-17235857,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1625 10a,,Book,None,2015-12-02,1000 - Consult. surv. 28 j.,Grundzüge der pathologischen Histologie,"Wedl, Carl",C Gerold,Wien :,1854,,100
RERO-17235875,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1626 10a,,Book,None,2015-12-02,1000 - Consult. surv. 28 j.,Lehrbuch der pathologischen Histologie : für Studirende und Aerzte,"Ribbert, Hugo",F Cohen,Bonn :,1896,,100
RERO-17236083,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1627 10a,,Book,None,2015-12-02,1000 - Consult. surv. 28 j.,Leitfaden für histiologische Untersuchungen,"Rawitz, Bernhard",G Fischer,Jena :,1895,,100
RERO-17236111,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1628 37c,,Book,None,2015-12-02,1000 - Consult. surv. 28 j.,Tierexperimentelle Untersuchungen über die Wirkung langdauernder Follikelhormonapplikation und die hormonale Tumorentstehung,"Wattenwyl, Hubert von",B Schwabe,Basel :,1944,,37c
RERO-17236183,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1629 37c,,Book,None,2015-12-02,1000 - Consult. surv. 28 j.,Culture in vitro des cellules cancéreuses,"Bra, Marie",A Poinat,Paris :,1909,,37c
1093214965,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 163 10,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Antonii Pacchioni Opera,"Pacchioni, Antonio",apud Thomam & Nicolaum Pagliarinos,Romae :,1741,,10
RERO-17236288,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1630 37c,,Book,None,2015-12-02,1000 - Consult. surv. 28 j.,"Das Krebsproblem : Einführung in die allgemeine Geschwulstlehre für Studierende, Ärzte und Naturwissenschaftler","Bauer, Karl Heinrich",Springer-Verl,"Berlin,",1963,,37c
RERO-17236655,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1631 37c,,Book,None,2015-12-02,1000 - Consult. surv. 28 j.,Der Epithelialkrebs : namentlich der Haut : eine anatomisch-klinische Untersuchung,"Thiersch, Carl",W Engelmann,Leipzig :,1865,,37c
RERO-17236713,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1632 37c,,Book,None,2015-12-02,1000 - Consult. surv. 28 j.,The biochemistry of malignant tumors,"Stern, Kurt",Chemical publ,"Brooklyn, NY :",1943,,37c
RERO-17236781,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1633 Df,,Book,None,2015-12-02,1000 - Consult. surv. 28 j.,Taschenbuch der mikroskopischen Technik : kurze Anleitung zur mikroskopischen Untersuchung der Gewebe und Organe der Wirbeltiere und des Menschen : unter Berücksichtigung der embryologischen Technik,"Böhm, Alexander A",R Oldenbourg,München :,1908,,Df
RERO-17236905,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1634 30l,,Book,None,2015-12-02,1000 - Consult. surv. 28 j.,L'ictère nucléaire : séquelle de la maladie hémolytique du nouveau-né : étude clinique et anatomique,"Bertrand, Ivan",Masson & Cie,Paris :,1952,,3009
RERO-17236938,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1635 30b,,Book,None,2015-12-02,1000 - Consult. surv. 28 j.,Endogeneous endocrinotherapy including the causal cure of cancer : compendium,"Samuels, Jules",Holdert,Amsterdam :,1947,,30b
RERO-17238072,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1636 20,,Book,None,2015-12-03,1000 - Consult. surv. 28 j.,Traité élémentaire d'anatomie pathologique,"Coyne, Paul",J-B Baillière,Paris :,1894,,20
RERO-17238133,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1637 20,STI 1637/1,Book,None,2015-12-03,1000 - Consult. surv. 28 j.,Handbuch der allgemeinen Pathologie,,Hirzel,Leipzig :,1908-1924,,20
RERO-17238358,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1637 20,STI 1637/2/1,Book,None,2015-12-03,1000 - Consult. surv. 28 j.,Handbuch der allgemeinen Pathologie,,Hirzel,Leipzig :,1908-1924,,20
RERO-17238367,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1637 20,STI 1637/2/2,Book,None,2015-12-03,1000 - Consult. surv. 28 j.,Handbuch der allgemeinen Pathologie,,Hirzel,Leipzig :,1908-1924,,20
RERO-17238376,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1637 20,STI 1637/3/1,Book,None,2015-12-03,1000 - Consult. surv. 28 j.,Handbuch der allgemeinen Pathologie,,Hirzel,Leipzig :,1908-1924,,20
RERO-17238385,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1637 20,STI 1637/3/2,Book,None,2015-12-03,1000 - Consult. surv. 28 j.,Handbuch der allgemeinen Pathologie,,Hirzel,Leipzig :,1908-1924,,20
RERO-17238388,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1637 20,STI 1637/3/2+1,Book,None,2015-12-03,1000 - Consult. surv. 28 j.,Handbuch der allgemeinen Pathologie,,Hirzel,Leipzig :,1908-1924,,20
RERO-17238396,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1637 20,STI 1637/4/1,Book,None,2015-12-03,1000 - Consult. surv. 28 j.,Handbuch der allgemeinen Pathologie,,Hirzel,Leipzig :,1908-1924,,20
RERO-17238443,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1638/1/1 10,,Book,None,2015-12-03,1000 - Consult. surv. 28 j.,Topographische Anatomie des Menschen : Lehrbuch und Atlas der regionär-stratigraphischen Präparation,"Pernkopf, Eduard",Urban & Schwarzenberg,Berlin ;,1937,,10
RERO-17238451,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1638/1/1 10,STI 1638/1/2 | 10,Book,None,2015-12-03,1000 - Consult. surv. 28 j.,Topographische Anatomie des Menschen : Lehrbuch und Atlas der regionär-stratigraphischen Präparation,"Pernkopf, Eduard",Urban & Schwarzenberg,Berlin ;,1937,,10
RERO-17238591,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1639 20,,Book,None,2015-12-03,1000 - Consult. surv. 28 j.,Studien aus dem Institute für experimentelle Pathologie in Wien aus dem Jahre 1869,,W Braumüller,Wien :,1870,,20
1092660388,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 164 22,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,"Etudes sur la bière : ses maladies, causes qui les provoquent, procédé pour la rendre inaltérable : avec une théorie nouvelle de la fermentation","Pasteur, Louis",Gauthier-Villars,Paris :,1876,,22
RERO-17240072,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1640 20,,Book,None,2015-12-03,1000 - Consult. surv. 28 j.,Recent advances in pathology,,J&A Churchill,London :,1953,,20
RERO-17240123,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1641 20,,Book,None,2015-12-03,1000 - Consult. surv. 28 j.,Vorlesungen über die pathologische Anatomie des Rückenmarks,,J F Bergmann,Wiesbaden :,1901,,20
RERO-17247171,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1642 22,,Book,None,2015-12-08,1000 - Consult. surv. 28 j.,Pathological technique : a practical manual for workers in pathological histology and bacteriology  : including directions for the performance of autopsies and for clinical diagnosis by laboratory methods,"Mallory, Frank Burr, 1862-1941",W B Saunders,Philadelphia :,1908,,22
RERO-17247816,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1643 20,,Book,None,2015-12-08,1000 - Consult. surv. 28 j.,Der Rheumatismus : pathologisch-anatomische und experimentell-pathologische Tatsachen und ihre Auswertung für das ärztliche Rheumaproblem,"Klinge, Fritz",J F Bergmann,München :,1933,,20
RERO-17248807,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1644 37c,,Book,None,2015-12-08,1000 - Consult. surv. 28 j.,"Cancer : nature, cause and cure","Berglas, Alexander",Institute Pasteur,Paris :,1957,,37c
RERO-17253604,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1645 37c,,Book,None,2015-12-10,1000 - Consult. surv. 28 j.,A new method to avoid the basic problem of drug resistance in chemotherapy of cancer,"Ullman, Salomon B",Excerpta Medica Foudation,Amsterdam :,1960,,37c
RERO-17253743,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1646 37c,,Book,None,2015-12-10,1000 - Consult. surv. 28 j.,Geschwulstlehre für Ärzte und Studierende,"Ribbert, Hugo",F Cohen,Bonn :,1904,,37c
RERO-17255469,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1647 37c,,Book,None,2015-12-10,1000 - Consult. surv. 28 j.,Les cancers produits par les rayonnements électromagnétiques,"Lacassagne, Antoine",Hermann,Paris :,1945,,37c
RERO-17255494,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1648 37c,,Book,None,2015-12-10,1000 - Consult. surv. 28 j.,Les cancers produits par les rayonnements corpusculaires : mécanisme présumable de la cancérisation par les rayons,"Lacassagne, Antoine",Hermann,Paris :,1945,,37c
RERO-17255507,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1649 37c,,Book,None,2015-12-10,1000 - Consult. surv. 28 j.,Les cancers produits par des substances chimiques exogènes,"Lacassagne, Antoine",Hermann,Paris :,1946,,37c
1093215088,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 165/1 22,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Etudes sur la maladie des vers à soie : moyen pratique assuré de la combattre et d'en prévenir le retour,"Pasteur, Louis",Gauthier-Villars,Paris :,1870,,22
1093215089,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 165/1 22,STI 165/2 | 22,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Etudes sur la maladie des vers à soie : moyen pratique assuré de la combattre et d'en prévenir le retour,"Pasteur, Louis",Gauthier-Villars,Paris :,1870,,22
RERO-17255511,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1650 37c,,Book,None,2015-12-10,1000 - Consult. surv. 28 j.,Etude de la cancérisation par les substances chimiques exogènes,"Lacassagne, Antoine",Hermann,Paris :,1947,,37c
RERO-17259846,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1651/1 30l,,Book,None,2015-12-14,1000 - Consult. surv. 28 j.,Traité de pédiatrie,,Maloine,Paris :,1961-62,,3009
RERO-17259859,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1651/1 30l,STI 1651/2 | 30l,Book,None,2015-12-14,1000 - Consult. surv. 28 j.,Traité de pédiatrie,,Maloine,Paris :,1961-62,,3009
RERO-17259861,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1651/1 30l,STI 1651/3 | 30l,Book,None,2015-12-14,1000 - Consult. surv. 28 j.,Traité de pédiatrie,,Maloine,Paris :,1961-62,,3009
RERO-17260238,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1652/2 Df,,Book,None,2015-12-14,1000 - Consult. surv. 28 j.,Gewebelehre mit besonderer Berücksichtigung des menschlichen Körpers,"Schiefferdecker, P",H Bruhn,Braunschweig :,1891,,Df
RERO-17260263,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1653 10,,Book,None,2015-12-14,1000 - Consult. surv. 28 j.,"Anatomische Untersuchungen über die sogenannte ""Prostatahypertrophie"" und verwandte Prozesse","Ciechanowski, Stanislaus",,10
RERO-17260897,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1654 37c,,Book,None,2015-12-14,1000 - Consult. surv. 28 j.,Tumori del testicolo : tumori della cellula sessuale e tumori endocrini,"Cuccioli, Umberto",L Cappelli,Bologna :,1950,,37c
RERO-17260941,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1655/1 20,,Book,None,2015-12-14,1000 - Consult. surv. 28 j.,"Lehrbuch der speciellen Pathologie und Therapie, mit besonderer Ruecksicht auf Physiologie und pathologische Anatomie","Niemeyer, Felix von",A Hirschwald,Berlin :,1871,,20
RERO-17260948,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1655/1 20,STI 1655/2 | 20,Book,None,2015-12-14,1000 - Consult. surv. 28 j.,"Lehrbuch der speciellen Pathologie und Therapie, mit besonderer Ruecksicht auf Physiologie und pathologische Anatomie","Niemeyer, Felix von",A Hirschwald,Berlin :,1871,,20
RERO-17261160,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1656 30l,,Book,None,2015-12-14,1000 - Consult. surv. 28 j.,Recent advances in paediatrics,,J & A Churchill,London :,1954,,3009
RERO-17261209,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1657 12,,Book,None,2015-12-14,1000 - Consult. surv. 28 j.,"Der menschliche rote Blutfarbstoff bei Fetus und reifem Organismus : Eigenschaften, Differenzen und ihre klinische Bedeutung","Betke, Klaus",Springer-Verl,Berlin :,1954,,12
RERO-17261243,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1658 30l,,Book,None,2015-12-14,1000 - Consult. surv. 28 j.,Neo-natal paediatrics,,W Heinemann medical books,London :,1958,,3009
RERO-17261255,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1659 22,,Book,None,2015-12-14,1000 - Consult. surv. 28 j.,Die tierischen Parasiten des Menschen : ein Handbuch für Studierende und Ärzte,"Braun, Maximilian Gustav Christian Carl",C Kabitzsch,Würzburg :,1908,,22
1092910421,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 166 10a,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Die Untersuchung der Pflanzen-und der Thiergewebe in polarisirtem Lichte,"Valentin, Gabriel-Gustav",W Engelmann,Leipzig :,1861,,100
RERO-17261278,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1660 71,,Book,None,2015-12-14,1000 - Consult. surv. 28 j.,Das Obduktionsprotokoll,"Busse, Otto",R Schoetz,Berlin :,1920,,71
RERO-17261296,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1661 30l,,Book,None,2015-12-14,1000 - Consult. surv. 28 j.,Diseases of the newborn,"Schaffer, Alexander J",WB Saunders,Philadelphia [etc.] :,1960,,3009
RERO-17261376,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1662 30l,,Book,None,2015-12-14,1000 - Consult. surv. 28 j.,Aktuelle Probleme der Kinderpathologie : Hauptthema der 55. Verhandlungen der Deutschen Gesellschaft für Pathologie 1971,,G Fischer,Stuttgart :,1972,3437102788; 9783437102783,3009
RERO-17261519,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1663 30a,,Book,None,2015-12-14,1000 - Consult. surv. 28 j.,"Normale und pathologische Entwicklung des menschlichen Herzens : Ursachen und Mechanismen typischer und atypischer Herzformbildungen, dargestellt auf Grund neuer Befunde","Goerttler, Klaus",G Thieme,Stuttgart :,1958,,3001
RERO-17262013,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1664 71,,Book,None,2015-12-15,1000 - Consult. surv. 28 j.,Das Obduktionsprotokoll,"Busse, Otto",R Schoetz,Berlin :,1911,,71
