RERO-17261296,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1661 30l,,Book,None,2015-12-14,1000 - Consult. surv. 28 j.,Diseases of the newborn,"Schaffer, Alexander J",WB Saunders,Philadelphia [etc.] :,1960,,3009
RERO-17261376,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1662 30l,,Book,None,2015-12-14,1000 - Consult. surv. 28 j.,Aktuelle Probleme der Kinderpathologie : Hauptthema der 55. Verhandlungen der Deutschen Gesellschaft für Pathologie 1971,,G Fischer,Stuttgart :,1972,3437102788; 9783437102783,3009
RERO-17262070,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1665 30l,,Book,None,2015-12-15,1000 - Consult. surv. 28 j.,Pathology of infancy and childhood,"MacGregor, Agnes R",E & S Livingstone,Edinburgh :,1960,,3009
RERO-17262400,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Fonds Stilling H. (consultation sur place),STI 1668 30l,,Book,None,2015-12-15,1000 - Consult. surv. 28 j.,"XIVe congrès des pédiatres de langue française : Bruxelles, 13, 14 et 15 mai 1953 : rapports",,Impr médicale et scientifique,Bruxelles :,1953,,3009
1093059719,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 1116 30l*,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,De carditide infantum commentarius,"Puchelt, Friedrich August Benjamin",apud CHF Hartmannum,Lipsiae :,1824,,3009*
VD2209258,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 15701 30l,,Book,None,2007-04-16,1000 - Consult. surv. 28 j.,Elémens d'éducation physique des enfans et de médecine domestique : ou des moyens de conserver les enfans en santé.... y compris un résumé de l'histoire et de l'inoculation de la vaccine,"Protat, Ed.",Gabon,Paris :,1803,,3009
1093109470,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 1640 30l,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Vorlesungen über Kinderkrankheiten : ein Handbuch für Ärzte und Studirende,"Henoch, Eduard Heinrich",A Hirschwald,Berlin :,1890,,3009
1096134094,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 17636/1/3 30l,,Book,None,2009-06-24,1000 - Consult. surv. 28 j.,Handbuch der Kinderkrankheiten,,H Laupp,Tübingen :,1877-1896,,3009
1096134093,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 17636/1/3 30l,HMA 17636/2/1 | 30l,Book,None,2009-06-24,1000 - Consult. surv. 28 j.,Handbuch der Kinderkrankheiten,,H Laupp,Tübingen :,1877-1896,,3009
1096134092,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 17636/1/3 30l,HMA 17636/2/2 | 30l,Book,None,2009-06-24,1000 - Consult. surv. 28 j.,Handbuch der Kinderkrankheiten,,H Laupp,Tübingen :,1877-1896,,3009
1096134091,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 17636/1/3 30l,HMA 17636/5/2 | 30l,Book,None,2009-06-24,1000 - Consult. surv. 28 j.,Handbuch der Kinderkrankheiten,,H Laupp,Tübingen :,1877-1896,,3009
1096134090,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 17636/1/3 30l,HMA 17636/6/2 | 30l,Book,None,2009-06-24,1000 - Consult. surv. 28 j.,Handbuch der Kinderkrankheiten,,H Laupp,Tübingen :,1877-1896,,3009
1096134089,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 17636/1/3 30l,HMA 17636/6/3 | 30l,Book,None,2009-06-24,1000 - Consult. surv. 28 j.,Handbuch der Kinderkrankheiten,,H Laupp,Tübingen :,1877-1896,,3009
1096134088,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 17636/1/3 30l,HMA 17636/7/1 | 30l,Book,None,2009-06-24,1000 - Consult. surv. 28 j.,Handbuch der Kinderkrankheiten,,H Laupp,Tübingen :,1877-1896,,3009
1096134087,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 17636/1/3 30l,HMA 17636/7/3 | 30l,Book,None,2009-06-24,1000 - Consult. surv. 28 j.,Handbuch der Kinderkrankheiten,,H Laupp,Tübingen :,1877-1896,,3009
1096134084,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 17636/1/3 30l,HMA 17636/7/4 | 30l,Book,None,2009-06-24,1000 - Consult. surv. 28 j.,Handbuch der Kinderkrankheiten,,H Laupp,Tübingen :,1877-1896,,3009
1096134086,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 17636/1/3 30l,HMA 17636/8/1 | 30l,Book,None,2009-06-24,1000 - Consult. surv. 28 j.,Handbuch der Kinderkrankheiten,,H Laupp,Tübingen :,1877-1896,,3009
1096134085,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 17636/1/3 30l,HMA 17636/8/2 | 30l,Book,None,2009-06-24,1000 - Consult. surv. 28 j.,Handbuch der Kinderkrankheiten,,H Laupp,Tübingen :,1877-1896,,3009
1096134730,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 17850 30l,,Book,None,2009-10-20,1000 - Consult. surv. 28 j.,"Traité des maladies des enfans nouveau-nés et à la mamelle : fondé sur de nouvelles observations cliniques et d'anatomie pathologique, faites l'Hôpital des enfants-trouvées de Paris , dans le service de M. Baron","Billard, Charles-Michel",J - B Baillière,Paris :,1833,,3009
1094721722,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 1853 30l,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Précis d'hygiène de la première enfance,"Rouvier, Jules",J-B Baillière,Paris :,1893,,3009
1092927650,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 1929 30l,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,L'athrepsie,"Parrot, Jules",G Masson,Paris :,1877,,3009
1092385841,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 2277 30l,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,Traité pratique des maladies de l'enfance,"Espine, Jean Henri Adolphe d'",J-B Baillière,Paris :,1899,,3009
1092248679,Bibliothèque d'histoire de la médecine et d'éthique médicale,IUHM Réserve IHM (consultation sur place),HMA 3336 30l,,Book,None,1997-03-03,1000 - Consult. surv. 28 j.,"Dissertation sur l'éducation physique des enfans, depuis leur naissance jusqu'à l'âge de puberté","Ballexserd, Jacques",Vallat-La-Chapelle,Paris :,1762,,3009
