Category,Description,Documentation,Domain,Date,Condition,Creator,Materials,ID,Title,Origin
ORL,cf. Schaerer p. 704,,,,,,,-248,Couteau annulaire,"Dr Eric Rochat, St-Légier"
ORL,,,,XXème s.,,,,182,Pince à  polypes,"Dr Eric Rochat, St-Légier"
Endoscopie,,,,XXème s.,,Schaerer S.A.,,124,Rectoscope ou anuscope ,"Mme Anne Egli-Décombaz, Zurich"
Endoscopie,Cystoscope avec accessoires dans caissette de bois 21 x 10 x 5 cm,,,XXème s.,,American Cystoscope Makers Inc. New York,,790,Cystoscope,
Chirurgie générale,,,,XXème s.,,,,843,Ecarteurs à griffes,
Chirurgie générale,,,,XXème s.,,,,844,Pinces de Péan,
Diagnostic,3 marteaux à réflexes: - 1 à manche nickelé garni d’un  triangle de caoutchouc rouge - 2 à manches nickelés garnis d’embouts en caoutchouc durci,,,XXème s.,,,,846,Marteaux à réflexes,
Laboratoire,"Centrifugeuse manuelle en fonte peinte en rouge, avec support pour 2 éprouvettes en fer blanc.",,,XXème s.,,,,858,Centrifugeuse ,"Dr François Vulliet, Lausanne"
Diagnostic,Stéthoscope monoaural en métal.,,,XXème s.,,,,862,Stéthoscope monaural,
Diagnostic,Stéthoscope monoaural en aluminium.,,,XXème s.,,"Margot & Jeannet, Lausanne",,9,Stéthoscope monoaural ,
Diagnostic,"Stéthoscope monoaural démontable, en bois clair.",,,XXème s.,,,,5,Stéthoscope monoaural,
Radiologie,Lunettes à verres foncés pour protéger les yeux en radiologie,,,XXème s.,,,,677,Lunettes de radiologie,
"Orthopédie, traumatologie","Appareil à extension à l’aide de deux fils de Kirschner jumelés, composé de 10 pièces en métal venant s’articuler autour de la jambe",,,XXème s.,,,,875,Appareil à extension,
Diagnostic,"2 Stéthoscopes monoaural  en bois foncé, démontables",,,XXème s.,,,,40010,Stéthoscopes,"Mme Anne Egli-Décombaz, Zurich"
Diagnostic,"Instrument à 2 aiguilles pour l’échelle des tractions et l’échelle des pressions, permettant de mesurer la force musculaire.",,,XXème s.,,,,860,Dynamomètre,
Pharmacologie,Boîte en bois d’aulnes avec couvercle servant à dorer les pilules.Documentation à compléter.,,,Fin XIXème s.,,,,604,Boîte à dorer les pilules,Achat
Soins techniques,,,,XXème s.,,,,88,Distributeur de coton,
"Orthopédie, traumatologie",,,,XXème s.,,,,112,Pince-gouge,
,,,,XXème s.,,"A. Favre, symbole caducée",,-243,Pince-gouge,
"Orthopédie, traumatologie",,,,XXème s.,,Gentile,,116,Ostéotome,
"Orthopédie, traumatologie",,,,XXème s.,,Schaerer,,117,Gouge,
"Orthopédie, traumatologie",,,,XXème s.,,Aesculap,,108,Gouge,
"Orthopédie, traumatologie",1 passe-fil ou guide-fil droit et gauche,,,XXème s.,,,,109,Passe-fils,
"Orthopédie, traumatologie",,,,XXème s.,,Medicon,,-242,Aiguille de Reverdin,
"Orthopédie, traumatologie",,,,XXème s.,,Medicon,,107,Aiguille de Reverdin,
"Orthopédie, traumatologie",,,,Fin XIXème s.,,,,-241,Passe-fil,
"Orthopédie, traumatologie",,,,XXème s.,,,,-240,Passe-fil,
"Orthopédie, traumatologie",,,,XXème s.,,Pharmap,,115,Porte-aiguilles,
"Orthopédie, traumatologie",,,,XXème s.,,Gentile,,110,Rugine,
"Orthopédie, traumatologie",,,,XXème s.,,,,-239,Gouge,
Chirurgie générale,,,,XXème s.,,,,416,Pince à ongles,
"Orthopédie, traumatologie",,,,XXème s.,,Kifa,,113,Burins,
"Orthopédie, traumatologie",,,,XXème s.,,Gentile,,111,Burin,
"Orthopédie, traumatologie",,,,XXème s.,,"Laubscher, Bâle",,850,Couteau à plâtre  ,"Dr Eric Rochat, St-Légier"
,"Microscope monoculaire en laiton, socle en fer à cheval verni noir dans caissette de bois.",,,XXème s.,,"E. Leitz, Wetzlar",,39,Microscope monoculaire,"Mme Anne Egli-Décombaz, Zurich"
"Orthopédie, traumatologie","Lot de 3 attelles en cuir, bois et métal.",,,XXème s.,,,,299,Attelles d’enfants,"Dr Eric Rochat, St-Légier"
ORL,"Lampe de poche, supports ampoules, miroir, abaisse-langue, câble dans boîte noire gainée de bleu.",,,XXème s.,,,,30,O.R.L.,"Mme Anne Egli-Décombaz, Zurich"
Antisepsie - Asepsie,"Petit stérilisateur à alcool, portatif avec 1 panier et 2 lampes à alcool, dans fourre de daim beige.",,Antisepsie - Asepsie,20e s.,Bon ,"C. ADNL’T, Paris",Métal ,23,Stérilisateur portatif,"Mme Anne Egli-Décombaz, Zurich"
Antisepsie - Asepsie,"Grand stérilisateur à alcool du Dr F. Levassort, avec boîtier, paniers, poignées et thermomètre.",,,Fin XIXème s.,,"E. Adnet, Paris",,45,Stérilisateur à alcool,"Mme Anne Egli-Décombaz, Zurich"
Soins techniques,"Jeu de 4 ventouses à robinet, pompe aspirante, scarificateur à 12 lames en cuivre. La boîte porte à l’intérieur la marque Charrière et Collin, Paris.",,,Fin XIXème s.,,"Charrière et Collin, Paris",,-391,"Ventouses à robinet, pompe aspirante, scarificateur à 12 lames",
Laboratoire,"Microscope monoculaire n°28628 en laiton verni et laqué noir, pied en fer à cheval. Revolver à deux objectifs, platine ronde. Sans oculaires, avec 1objectif (0.5/30).  Avec coffret et clef.Inscription sur le coffret: Institut de Physiologie, Université de Lausanne",,,Env. 1926,,"Busch, Rathenow Germany",,129,Microscope monoculaire,
Laboratoire,"Microscope binoculaire en laiton verni en noir, modèle BS 455481 a base triangulaire. Avec 4 oculaires (2 fois 6x; 2 fois 12x), 3 objectifs (1/2 oel; 3; 6L), 2 contrastes optiques (bleu ciel et blanc), 1 miroir, 1 lame, 1 flacon d’huile ou graisse (immersions-oel) du 2.12.1953. Avec coffret et clef.En très bon état.",,,1950-1953,,"Ernst Leitz Wetzlar, Germany",,43,Microscope binoculaire,
ORL,,,,XXe siècle,,"Edelmann , München",,94,"Diapason A 108,75",
ORL,,,,XXe siècle,,Klein,,98,Diapason C 128,
ORL,,,ORL,XXe siècle,,Doppel Contra,,97,"Diapason C 16 avec curseurs, modèle français",
ORL,,,,XXe siècle,,Doppel Contra,,95,"Diapason C 32 avec curseurs, modèle français",
ORL,,,,XXe siècle,,,,96,"Diapason Lucae C 128 avec curseurs démontables, réglable jusqu’à H",
ORL,,,,Fin XIXe - début XXe siècle,,A. Maier,,15,Diapason C 64 avec curseur,
ORL,,,,Fin XIXe - début XXe siècle,,A. Maier,,14,Diapason C 128 avec curseur,
Chirurgie cardiaque,"Tubes prothétiques (Dacron, Goretex) de plusieurs longueurs et diamètres servant à court-circuiter le segment d’artère pathologique.",,,XXe siècle,,Dacron,,560,Prothèses vasculaires,
Chirurgie cardiaque,"Coffret avec plusieurs valves de taille différente (taille 1 à taille 4) provenant de l’Hôpital Hammersmith de Londres, 2 jauges de la marque Beall pour mesurer la taille de la valve mitrale, 3 jauges d’une marque non identifiée, 2 systèmes de résection latérale. ",,,XXème s.,,Portex,,-619,"Prothèses de la valve mitrale, 1968-1973",
ORL,Curettes à végétations employées pour enlever  des augmentations de volume des adénoïdes (excroissances). Grandeurs:n° 1n° 4n° 5,,,Première moitié du XXème s.,bon.,"Storz, Prexa, Klöpfer",,5000,Curettes pour les végétations adénoïdes,"Pharmacie du Prieuré, Orbe"
ORL,Instrument pour l’ablation totale des amygdales.Trois grandeurs:n° 1n° 2n° 3,,,Vers 1950 (utilisé jusqu’à 1970),moyen. rouille.,"Luer, France",,5001,Instrument pour amygdalectomie,"Pharmacie du Prieuré, Orbe"
ORL,Modèle n° 2 de Mathieu pour l’ablation partielle des amygdales.,,,Vers 1950 ,bon.,Sans mention,,5002,Instrument pour amygdalotomie,"Pharmacie du Prieuré, Orbe"
Diagnostic,Abaisse-langue en métal chromé utilisé pour l’examen de la bouche et de la gorge.,,,Première moitié du XXème s.,bon.,Laubscher-Basel,,5003,Abaisse-langue à échelle,"Pharmacie du Prieuré, Orbe"
ORL,"Grandeurs:2 fois K 1 (diamètre 1,3 cm)K 5 (diamètre 2 cm)K 7 (diamètre 2,5 cm)",,,Première moitié du XXème s.,bon.,Sans mention,,5004,Miroirs laryngiens ,"Pharmacie du Prieuré, Orbe"
ORL,Instrument servant à enlever les restes d’amygdales.,,,Première moitié du XXème s.,bon.,Favre & Blanc,,5005,Conchotome,"Pharmacie du Prieuré, Orbe"
Chirurgie générale,"Le trocart sert à faire des ponctions et des biopsies. À la fin de la procédure, la canule reste en place pour aider l'évacuation des fluides.",,,Première moitié du XXème s.,moyen.,Sans mention,,5006,Trocart,"Pharmacie du Prieuré, Orbe"
Chirurgie générale,Avec trois pointes de grandeur différente.,,,Première moitié du XXème s.,moyen. rouille.,Sans mention,,5007,Trocart pour perforer l’abdomen,"Pharmacie du Prieuré, Orbe"
,2 serre tube pour des tubes en caoutchouc.,,,Première moitié du XXème s.,bon.,Sans mention,,5008,Serres tube ,"Pharmacie du Prieuré, Orbe"
Gynécologie,3 pessaires:2 de la marque B. Braun et 1 sans mention.,,,Première moitié du XXème s.,bon.,B. Braun Melsungen,,5009,Pessaires,"Pharmacie du Prieuré, Orbe"
,"En verre blanc avec couvercle et mèche. Pour chauffer les instruments, notamment le miroir laryngien.",,,Première moitié du XXème s.,moyen.,Sans mention,,5010,Lampe à alcool,"Pharmacie du Prieuré, Orbe"
Chirurgie générale,,,,Première moitié du XXème s.,bon.,M. Schaerer & Co,,5011,Poignées pour la scie de Gigli en fil d’acier,"Pharmacie du Prieuré, Orbe"
Pharmacie,En métal avec une partie en verre.,,,XXème s.,,Sans mention,,5013,Planche à pilules ,"Pharmacie du Prieuré, Orbe"
Pharmacie,En bois avec une partie métallique.,,,Première moitié du XXème s.,,Sans mention,,5012,Planche à pilules double-face,"Pharmacie du Prieuré, Orbe"
Diagnostic,"De 0,700 à 1,000. Temp. 15° Celsius.",,,Première moitié du XXème s.,,Sans mention,,5025,Densimètre ,"Pharmacie du Prieuré, Orbe"
Diagnostic,"Modèle du Dr Ulzimann 15°Celsius, sans thermomètre, 1,000 - 1,060.",,,Première moitié du XXème s.,bon.,"Müller & Krempel, Zürich",,5014,Uromètre,"Pharmacie du Prieuré, Orbe"
Diagnostic,"2 uromètres, modèle du Dr Ulzimann 15°Celsius, sans thermomètre, 1,000 - 1,060.",,,Première moitié du XXème s.,bon.,"Müller & Krempel, Zürich",,5015,Uromètres,"Pharmacie du Prieuré, Orbe"
Diagnostic,"2 modèles, 0-50, 15° Celsius.",,,Première moitié du XXème s.,,TJZ,,5016,Densimètres pour le sucre,"Pharmacie du Prieuré, Orbe"
Diagnostic,"Uricomètre du Dr Ruhemann dans un étui, pour l’analyse quantitative immédiate de l’acide urique dans l’urine.",,,Première moitié du XXème s.,bon.,Sans mention,,5017,Uricomètre,"Pharmacie du Prieuré, Orbe"
Diagnostic,"3 albuminimètre du Dr Esbach (un dans un étui en bois), pour déterminer la quantité d’albumine dans l’urine.",,,Première moitié du XXème s.,,Sans mention,,5018,Albuminimètre,"Pharmacie du Prieuré, Orbe"
Laboratoire,"Avec transmission à axe en spirale dans une boîte vernie de brun, avec support pour 2 verres dans douille en aluminium.",,,Première moitié du XXème s.,,Sans mention,,5019,Centrifuge,"Pharmacie du Prieuré, Orbe"
,13 ventouses en verre de taille petite.,,,Première moitié du XXème s.,,Sans mention,,5020,Ventouses en verre,"Pharmacie du Prieuré, Orbe"
Pharmacie,Pilon en bois avec tête en porcelaine utilisé en pharmacie pour piler les substances solides dans un mortier (pas de mortier),,,XXème s.,,Sans mention,,5021,Pilon,"Pharmacie du Prieuré, Orbe"
Pharmacie,Pilon en bois utilisé en pharmacie pour piler les substances solides dans un mortier (pas de mortier),,,XXème s.,bon.,Sans mention,,5022,Pilon,"Pharmacie du Prieuré, Orbe"
Pharmacie,Pilon en bois utilisé en pharmacie pour piler les substances solides dans un mortier (pas de mortier),,,XXème s.,bon.,Sans mention,,5023,Pilon,"Pharmacie du Prieuré, Orbe"
Pharmacie,Flacon en verre avec col étroit et bouchon casquette.Inscription sur le flacon : 54Inscription sur le bouchon : 24,,,XXème s.,bon.,Sans mention,,5024,Flacon,"Pharmacie du Prieuré, Orbe"
Pharmacie,Flacon en verre avec col étroit et bouchon casquette.Etiquette sur le flacon : Parfum concentré,,,XXème s.,,Sans mention,,5026,Flacon,"Pharmacie du Prieuré, Orbe"
,"Fiole en verre avec bouchon portant l’inscription: Normal 250 ccm, E + 15°C/4°C, Auer & Cie, Zürich.Avec bouchon (h : 23 cm)",,,XXème s.,bon.,"Auer & Cie, Zürich",,5027,Fiole jaugée à trait,"Pharmacie du Prieuré, Orbe"
,Fiole conique en verre portant l’inscription: SCHOTTuCEN.JENA 25 (à vérifier).,,,XXème s.,bon.,Sans mention,,5028,Fiole conique,"Pharmacie du Prieuré, Orbe"
,"Flacon en verre, à un col, avec tubure dans la partie basse.",,,XXème s.,,Sans mention,,5029,Flacon de Wolff,"Pharmacie du Prieuré, Orbe"
Soins techniques,"Bassin réniforme pour réfection pansements et usages divers.Fabricant: L’objet porte le label d’une marque, il s’agit d’un caducée au-dessus duquel on lit le chiffre 43.  ",,Soins techniques,XXème s.,Bon,Sans mention  ,Email,167,Bassin réniforme,Diaconie de Vevey
Soins techniques,Bassin réniforme pour réfection pansements et usages divers.,,Soins techniques,XXème s.,Bon,“Z”,Email,171,Bassin réniforme,Diaconie de Vevey
Soins techniques,Cylindre en inox pour pince porte-tampons ,,Soins techniques,XXème s.,Bon ,Favre & Blanc,Métal ,557,Cylindres ,Hôpital Cantonal Lausanne
Soins d'hygiène,Cuvette en émail blanc bordée de bleu. Fabricant: Sous la cuvette on peut voir un caducet au-dessus duquel est inscrit le chiffre 65. Le diamètre est également inscrit: 16 cm.  ,,Soins techniques,XXème s.,Bon,Sans mention ,Email,166,Cuvette en émail,Diaconie de Vevey
Soins d'hygiène,Cuvette en émail blanc bordée de bleu. ,,Soins techniques,XXème s.,Bon,Merker ,Email,533,Cuvette en émail,Diaconie de Vevey
Soins d'hygiène,"Broc à lavement blanc avec bord noir d’une capacité de 1,5l. ",,Soins techniques,XXème s.,Bon,Merker,Email,170,Broc à lavement,Hôpital Cantonal Lausanne
Soins techniques,Pince porte-tampons en inox. ,,Soins techniques,XXème s.,Bon ,Sans mention ,Métal ,558,Pince porte-tampons,Hôpital Cantonal Lausanne
Soins d'hygiène,"Broc à lavement en verre dans support en métal cuivré avec anse, gradué jusqu’à 1L.",,Soins techniques,XXème s.,Bon,"Russenberger, Zurich",Verre et métal cuivré,264,Broc à lavement,
,Tasse à bec dit “canard” avec couvercle pour permettre au patient de boire couché.,,Soins techniques,XXème s.,Bon ,Helios,Porcelaine,529,Tasse à bec en porcelaine,Hôpital Cantonal Lausanne
,Tasse à bec dit “canard” avec couvercle pour permettre au patient de boire couché.,,Soins techniques,XXème s.,Bon ,Sans mention ,Porcelaine,168,Tasse à bec en porcelaine,Hôpital Cantonal Lausanne
,Tasse à bec dit “canard” pour permettre au patient de boire couché.,,Soins techniques,XXème s.,Bon ,"Langenthal, Suisse",Porcelaine,563,Tasse à bec en porcelaine,Hôpital Cantonal Lausanne
,,,,,,,,872,Gouttière en carton noir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,"Dr Eric Rochat, St-Légier"
Soins techniques,"3 bocaux en verre avec couvercles ( 2x verre,1x métal) pour stocker le coton.",,,XXème s.,,,,525,Bocaux de verre avec couvercles,Hôpital Cantonal Lausanne
Soins techniques,"3 bocaux en verre avec couvercles ( 2x verre,1x métal) pour stocker le coton.",,,XXème s.,,,,667,Bocaux de verre avec couvercles,Hôpital Cantonal Lausanne
Chirurgie générale,"boîte noire en cuir ou simili. ornement poinçonné sur le couvercle. Mandorle métallique au centre, sans inscription. Boîte endommagée au niveau de la charnière, rafistolée avec scotch noir (d’électricien?)intérieur cuir violet, un peu marqué.contient 10 instruments (scalpels, droits, courbes; crochet), plusieurs fabricants: Reynolds & Branson; Brady & Martin; J. Dick Glasgow; Simpson;. lames en assez bon état, un peu sales/ certains ont été rongées par l’oxydation. Manches d’ébène",,Chirurgie,,moyen,,,623,trousse de scalpels,
Chirurgie générale,grand couteau en métal de la marque Collin. Dans un étui noir.,,Chirurgie,,assez bon,Collin,,20,couteau,
Diagnostic,"Etui noir à deux fermoirs dorés, intérieur de satin et velours violet.Contient:- un tube gradué- un petit tube en verre contenant du mercure et poudre rouille- pièce centrale à deux coudes- autre tube",,,,,"E. F. Büchi & Söhne, Bern",,674,Sphygmomanomètre Sahli,
,"Appareil contenant une pompe en caoutchouc (vulcanisé), dans une boîte en bois auquel le système central est fixé. Un mode d’emploi sur une plaquette métallique est vissé à l’intérieur du couvercle.",,,XXe siècle,,Entral / Aloxyd SA Bienne,,709,Appareil d’insufflation de pneumothorax,
,"Thermocautère électrique contenant 6 cautères (dont une qui ne tient pas sur le support, et une déjà sur l’appareil même. Dans une boîte foncée tapissée de velours bleu. 2 câbles électriques. Transformateur électrique. Spatule en métal (?).  Photo de l’objet en noir blanc. notice d’utilisation.",,,début XXe,,Dr. Lehfeldt & Co36,,,thermocautère électrique,"Mme Anne Egli-Décombaz, Zurich"
,boîte noire doublée de velours noir et de soie (?) violette contenant:- 3 manches- 24 cautères- 2 pièces (?),,,début XXe siècle,,"Schaerer, Berne - Lausanne",,17,Assortiment de thermocautères et manches pour la galvanocaustie ORL et ophtalmique,"Mme Anne Egli-Décombaz, Zurich"
,,,,,,M. Schaerer A.G.,,5051,Scarificateur,"Dr Eric Rochat, St-Légier"
,,,,,,Bott & Walla München,,5038,Mandrins Dilatateurs pour curetage de l’utérus,"Dr Eric Rochat, St-Légier"
,,,,,,J. Tobler,,5037,Cisaille à plâtre,"Dr Eric Rochat, St-Légier"
,,,,,,M. Schaerer S.A.,,5043,Amygdalotome,"Dr Eric Rochat, St-Légier"
,,,,1937,,,,5052,Pansement individuel,Suisse
,,,,,,André Maier,,5039,Porte aiguille et aiguille à suturer,
,,,,,,,,5049,Curette,"Dr Eric Rochat, St-Légier"
,5 ampoules-badigeon d’ether1 ampoule-badigeon de mercuresceine,,,,,,,5054,Fioles d’Ether et de Mercursceine,
,,,,,,,,5050,Verre à réaction,"Dr Eric Rochat, St-Légier"
,,,,,,"Collin, France",,5041,Speculum rectal,"Dr Eric Rochat, St-Légier"
,Inscriptions du fabricant : swiss made. Patented. Made in Switzerland.,,,,,Laxor,,5042,Speculum rectal ou vaginal,"Dr Eric Rochat, St-Légier"
,,,,,,"Carl Rader, Solingen, Germany",,5047,Rasoir,"Dr Eric Rochat, St-Légier"
,"inscription: 42 garantie parisle manche a été gravé et gratté, certainement par le propriétaire. ces marques sont illisibles.",,,,,"Mardor, Made in France",,5045,Rasoir avec étui,"Dr Eric Rochat, St-Légier"
,"Lame très rouillée, inscription indéchiffrable.Inscription sur le manche, indéchiffrable aussi, sans doute faite par le propriétaire?",,,,,"Thom frères, coutelier, Lausanne, Chaux-de-fonds (étui)",,5046,Rasoir avec étui,"Dr Eric Rochat, St-Légier"
,,,,,,SOLLINGEN,,5044,Tondeuse manuelle,"Dr Eric Rochat, St-Légier"
,,,,,,,,5048,Rasoir,"Dr Eric Rochat, St-Légier"
,"2 poulies; 1 bâton; 1 emballage de bandes de gaze; 1 support en métal (petit, bande de feutrine verte); 1 support en métal; 1 corde brune; 1 harnais en coton blanc avec 2 pièces métallique; 1 pièce métallique similaire à  celles du harnais; harnais en tissu et velcro; 1 barre métallique en épingle à cheveu; 1 barre métallique droite; sac en tissu; 2 feuillets explicatifs",,,utilisé entre 1940 et 1975,,,,5038,Mécanisme pour l’extension de la nuque,"Dr Eric Rochat, St-Légier"
,,,,,,,,5034,Attelle en fer,"Dr Eric Rochat, St-Légier"
,,,,,,,,5036,Gouttière en bois pour pied d’enfant,"Dr Eric Rochat, St-Légier"
,,,,,,,,99,Releveur de l’épiglotte,
,,,,,,,,522,"sondes dilatatrices oesophagiennes du Dr. A. Rodel, Olten",
,Système conçu par le Dr. C. Potain.- 1 seringue- 7 aiguilles- 1 tuyau- 2 embouts- 1 photo- 1 boîte en métal,,,début XXe siècle,,Hausmann A.-G.,,154,Trousse de ponction pleurale,"Mme Anne Egli-Décombaz, Zurich"
,"Seringue en métal à aspiration des liquides morbides, type Dieulafoy. Réservoir gradué en verre. 5 embouts. Inscription dans la boîte “Mariaud Paris” et sur le manche de la seringue. ",,,vers 1880,bon. ,"Mariaud, Paris",,231,"seringue à aspiration des liquides morbides, type Dieulafoy",Institut de physiologie
,inventaire 0155 ou autre objet? à vérifier,,,v. 1860,,"Etablissements Reiniger, Gebbert & Schall, Erlangen",,,Appareil de faradisation de E. Du Bois-Reymond,"Mme Anne Egli-Décombaz, Zurich"
"Dermatologie, vénéréologie",Cire dermatologique (moulage) sur planche de bois peinte en noir. Signature en bas à droite du moulage: J Baretta. Etiquette manuscrite sous la cire. Etiquette au chablon “498” en haut à gauche. Verso: décoloration du bois où sont plantés les clous. croquis à la mine de plomb. 498 et 68. Deux listes de bois dont une avec crochet. ,http://www.biusante.parisdescartes.fr/histoire/images/index.php?refphot=STLCGE00498,Dermatologie,entre 1881-1925,bon,Jules Baretta,"Cire, bois, textile, papier, métal.",0.003,Acné sébacéo-pilaire. Acné varioliforme de Hébra-kaposi. A. arthritique de Bazin,"Clinique Universitaire de Dermatologie, Lausanne"
"Dermatologie, vénéréologie","Cire dermatologique (moulage) réalisée par Jules Baretta (signature J Baretta A Paris en bas à droite du moulage. Etiquette manuscrite en bas. Etiquette Clinique dermatologique universitaire, Lausanne en haut. Verso: décoloration autour des clous numéros: 660/210; 21; 4",http://www.biusante.parisdescartes.fr/histoire/images/index.php?refphot=STLCGE00660,Dermatologie,entre 1891-1925,,Jules Baretta,"Cire, bois, textile, papier, métal.",0.006,Ecthyma infantile aigu,"Clinique universitaire de Dermatologie, Lausanne"
"Dermatologie, vénéréologie","cire dermatologique (moulage). 2 étiquettes manuscrites (clinique dermatologique universitaire, lausanne. vers",http://www.biusante.parisdescartes.fr/histmed/image?STLCGE01478,dermatologie,entre 1891-1925,bon,Jules Baretta,"Cire, bois, textile, papier, métal.",0.036,Naevus verruqueux systématisé zostéroïde ,"Clinique universitaire de Dermatologie, Lausanne"
,"Cire dermatologique (moulage). 2 étiquettes (nom et clinique dermatologique universitaire, Lausanne). Signature de Jules Baretta. Verso: décoloration clous. “acné sébacée concrète. 2” “J Baretta” 879. 48",http://www.biusante.parisdescartes.fr/histmed/image?STLCGE00879,,entre 1891-1925,bon,Jules Baretta,"Cire, bois, textile, papier, métal.",0.002,Acné sébacée concrète,"Clinique universitaire de Dermatologie, Lausanne"
"Dermatologie, vénéréologie",Cire dermatologique (moulage) sur planche de bois peinte en noir. Une étiquette manuscrite (titre). Signature de J Baretta. verso: 2 listes de bois et un crochet en métal. inscriptions: “G 217/968. Folliculites agaminées. Kérion. cf page 185. Dermatite main. 967. 49. 50 [biffé]” décoloration autour des clous.,http://www.biusante.parisdescartes.fr/histmed/image?STLCGE00967,Dermatologie,entre 1891-1925,bon,Jules Baretta,"Cire, bois, textile, papier, métal.",0.015,Folliculites agaminées. Kerion,"Clinique universitaire de Dermatologie, Lausanne"
"Dermatologie, vénéréologie","Cire dermatologique (moulage). deux étiquettes (titre et “clinique dermatologique universitaire, lausanne). Verso: 2 listes de bois et crochet en métal. Inscriptions:Molluscum contagiosum de battmann. 1672. 14. 7. et autre inscription indéchiffrable: acne va?",http://www.biusante.parisdescartes.fr/histmed/image?STLCGE01672,Dermatologie,entre 1891-1925,bon,Jules Baretta,"Cire, bois, textile, papier, métal.",0.033,Molluscum contagiosum de Battman,"Clinique universitaire de Dermatologie, Lausanne"
"Dermatologie, vénéréologie","Cire dermatologique (moulage) sur planche de bois peinte en noir. 2 étiquettes (titre et clinique dermatologique universitaire, Lausanne). Signature de J Baretta. verso: listes de bois avec crochet en metal. décoloration au niveau des clous inscriptions: 1687. 148. trichophytie. 1684 (ou 7). 15 .",http://www.biusante.parisdescartes.fr/histmed/image?STLCGE01687,Dermatologie,entre 1891-1925,bon,Jules Baretta,"Cire, bois, textile, papier, métal.",0.054,Trichophytie,"Clinique universitaire de Dermatologie, Lausanne"
"Dermatologie, vénéréologie",cire dermatologique (moulage) sur bois peint en noir. 2 étiquettes (titre et clinique dermatologique...). signature de J BarettaVerso:2 listes et crochet en métal. décoloration autour des clous. inscriptions: mycosis fongoïde. 1706. 3. 37.,http://www.biusante.parisdescartes.fr/histoire/images/index.php?refphot=STLCGE01706,Dermatologie,entre 1891-1925,bon,Jules Baretta,"Cire, bois, textile, papier, métal.",0.035,Mycosis Fongoïde,"Clinique universitaire de Dermatologie, Lausanne"
"Dermatologie, vénéréologie",Cire dermatologique (moulage) sur planche de bois peinte en noir. étiquettes (titre t 1771). signature: J Baretta Parisverso: 2 listes de bois et crochet en métal. décoloration au niveau des clous. inscriptions: dermatol; 1770; 69,http://www.biusante.parisdescartes.fr/histoire/images/index.php?refphot=STLCGE01770,Dermatologie,entre 1891-1925,bon,Jules Baretta,"Cire, bois, textile, papier, métal.",0.061,Xanthome généralisé,"Clinique universitaire de Dermatologie, Lausanne"
"Dermatologie, vénéréologie",cire dermatologique (moulage) sur planche de bois peinte en noir. deux étiquettes (titre et N° 528). Signature J Baretta.Verso : 2 listes de bois et crochet en métal. inscriptions: 926; 6; Lichen à papules.,http://www.biusante.parisdescartes.fr/histmed/image?STLCGE00528,Dermatologie,entre 1891-1925,bon,Jules Baretta,"Cire, bois, textile, papier, métal.",0.022,Lichen à grosses papules,"Clinique universitaire de Dermatologie, Lausanne"
"Dermatologie, vénéréologie",Cire dermatologique (moulage) sur planche en bois peint en noir. 2 étiquettes (titre et 1656). Signature de J Baretta.Verso: 1696. 462 listes en bois et un crochet en métal. décoloration autour des clous.,http://www.biusante.parisdescartes.fr/histmed/image?STLCGE01656,Dermatologie,entre 1891-1925,bon,Jules Baretta,"Cire, bois, textile, papier, métal.",0.025,Lichen scrofulosorum avec cicatrice tuberculeuse,"Clinique universitaire de Dermatologie, Lausanne"
"Dermatologie, vénéréologie","Cire dermatologique (moulage) sur planche en bois peinte en noir. 3 étiquettes (titre; 1099; 209); signature J BarettaVerso: décoloration au niveau des clous, 2 listes et crochet en métal, inscription: 70",http://www.biusante.parisdescartes.fr/histoire/images/index.php?refphot=STLCGE01099,Dermatologie,entre 1891-1925,bon,Jules Baretta,"Cire, bois, textile, papier, métal.",0.001,Acné pilaire dépilante,"Clinique universitaire de Dermatologie, Lausanne"
"Dermatologie, vénéréologie",Cire dermatologique (moulage) sur planche en bois peinte en noir. 2 étiquettes (CDUL et titre). signature de J Baretta.Verso: inscriptions mine de plomb: pemphigus foliacél j baretta; 5; 1661; 2 listes de bois et crochet en metal,http://www.biusante.parisdescartes.fr/histmed/image?STLCGE01661,Dermatologie,entre 1891-1925,bon,Jules Baretta,"Cire, bois, textile, papier, métal.",0.038,Pemphigus foliacé,"Clinique universitaire de Dermatologie, Lausanne"
"Dermatologie, vénéréologie",Cire dermatologique (moulage) sur planche de bois peine en boire. Signée J Baretta. deux étiquettes (CDUL+titre)Verso: inscriptions: prurigo de hebra chez un jeune sujet; 1 ; 55,http://www.biusante.parisdescartes.fr/histmed/image?STLCGE00862,Dermatologie,entre 1891-1925,bon,Jules Baretta,"Cire, bois, textile, papier, métal.",0.041,"Prurigo de Hébra, chez un jeune sujet","Clinique universitaire de Dermatologie, Lausanne"
