ID,Image,Title,Category,Domain,Matching,Description,Documentation,Date,Condition,Creator,Materials,Origin
438,0438.jpg,Abaisse-langue,Diagnostic,,40,,,20e s.,Bon,"Margot & Jeannet, Lausanne ",,
478,0478.jpg,bistouri pour abcès péri-amygdales,,ORL,458,,,,Bon,Sans marque,,
479,0479.jpg,décolleurs d’amygdales,,ORL,458,,,,Bon,E. Gibi Inox,,
479,0479.jpg,écarteur de pilier,,ORL,458,,,,Bon,Sans marque,,
480,0480.jpg,abaisse-langue pour narcose ( ou écarte-bouche pour narcose),,ORL,458,,,,Bon,Sans marque,,
480,0480.jpg,bistouri pour amygdales,,ORL,458,,,,Bon,,,
482,0482.jpg,3 amygdalotomes,,ORL,458,,,,Bon,,,
483,0483.jpg,Aiguilles à sutures,,ORL,458,,,20e s.,Bon,Sans marque,,
484,0484.jpg,Tuyaux de verre pour le lavage des amygdales,,ORL,458,,,,Bon,,,
487,0487.jpg,appareil ORL,,ORL,458,,,,Bon,,,
488,0488.jpg,pince pour morcellement des amygdales,,ORL,458,,,,Bon,,,
498,0498.jpg,serre-noeud (?),,ORL,458,,,20e s.,Bon,"Luer, France",,
524,0524.jpg,Bocal en verre avec couvercle,Soins techniques,,72,Bocal en verre avec couvercle pour stocker le coton.,,20e s.,,Sans mention,Verre,Hôpital Cantonal Lausanne
526,0526.jpg,Bac de verre avec couvercle métal,Soins techniques,,72,Bac pour stocker les compresses,,XXème s.,,,,"Dr G. Fatzer, Lausanne"
527,0527.jpg,Bac à compresses avec couvercle,Soins techniques,Soins techniques,72,"Bac à compresses en tôle émaillée blanche, avec couvercle, pour stocker les compresses.",,20e s.,Bon,Sans mention,Email,Hôpital Cantonal Lausanne
528,0528.jpg,Cuvette en émail,Soins d'hygiène,Santé publique,72,Cuvette en émail blanc avec bords bleus.,,XXème s.,Moyen,Sans mention,Email,Diaconie de Vevey
533,0533.jpg,Cuvette en émail,Soins d'hygiène,Soins techniques,72,Cuvette en émail blanc bordée de bleu.,,XXème s.,Bon,Merker,Email,Diaconie de Vevey
534,0534.jpg,Fumigateur,Soins d'hygiène,Soins techniques,72,Petite cuvette munie de anses avec entonnoir en métal émaillé blanc à bords bleus.,,20e s.,Bon,Sans mention,Email,Diaconie de Vevey
537,0537.jpg,Bassin rectangulaire avec bec verseur,Soins techniques,Soins techniques,72,"Bassin rectangulaire, émaillé à bords bleus avec bec verseur pour la réfection des pansements. L’objet porte au dos un caducet avec la lettre S.",,XXème s.,Bon,Sans mention,Email,Hôpital Cantonal Lausanne
560,0560.jpg,Prothèses vasculaires,Chirurgie cardiaque,,451,"Tubes prothétiques (Dacron, Goretex) de plusieurs longueurs et diamètres servant à court-circuiter le segment d’artère pathologique.",,XXe siècle,,Dacron,,
564,0564.jpg,Poche à glace,Soins d'hygiène,Soins techniques,72,"Poche à glace circulaire, en caoutchouc avec fermoir métal.",,XXème s.,Bon,Kebal,Caoutchouc et métal,Hôpital Cantonal Lausanne
565,0565.jpg,Poche à glace,Soins d'hygiène,Angiologie,72,Poche à glace allongée pour opérer des amygdales.,,XXème s.,Bon,Sanor,Caoutchouc et métal,Hôpital Cantonal Lausanne
568,0568.jpg,Instruments pour accouchement à domicile,Obstétrique,,456,Valise de cuir brun avec  matériel pour les accouchements à domicilecf. bordereau de versement  pour le détail,,Fin XIXème s.,,,,
569,0569.jpg,Oscillotonomètre,Diagnostic,,40,"Oscillotonomètre ou sphygmomanomètre de Recklinghausen . Appareil pour la mesure de la tension artérielle, manchette en tissu gris, fixation velcro, poire en caoutchouc rouge, dans caissette en bakélite marron. ",,Vers 1920,,,,Hôpital Cantonal Lausanne
570,0570.jpg,Tube  acoustique / stéthoscope ?,Diagnostic,,40,,,Vers 1900,,,,Achat
581,0581.jpg,Seringue de verre,Soins techniques,,72,Seringue de verre pour l’application de pommade oculaire,,XXème s.,,,,
582,0582.jpg,Oscillomètre sphygmométrique du Prof. Pachon,Diagnostic,,40,"Appareil de mesure de la pression artérielle avec manchette en jute,  (manque tuyaux de caoutchouc rouge) dans boîte noire gainée de feutrine rougeCaissette: Longueur 25 cm - Largeur 18 cm Hauteur 10 cm.",,Vers 1910,,"G. Boulitte, Paris",,"Mme Anne Egli-Décombaz, Zurich"
585,0585.jpg,Instrument chirurgical / curette tranchante,,,450,Curette. Fabricant “Klöpfer” No2,,,moyen. rouille et salissures,Klöpfer,,
596,0596.jpg,Tabelles pour l’acupuncture,Diagnostic,,40,"Lot de tabelles de papier illustrant les points d’acupuncture des  parties du corps utilisées dans diverses pathologies Années 1949-1958, Paris, Lausanne",,XXème s.,bon,,,
601,0601.jpg,"Masque d’anesthésie, Ombredanne",Anesthésiologie,,46,Masque d’anesthésie avec sac.,,,bon.,,,
602,0602.jpg,Amygdalotome,ORL,,458,,,XXème s.,,,,"Dr Eric Rochat, St-Légier"
603,0603.jpg,Aiguille à paracentèse de Politzer,ORL,,458,,,XXème s.,,,,"Dr Eric Rochat, St-Légier"
604,0604.jpg,Boîte à dorer les pilules,Pharmacologie,,160,Boîte en bois d’aulnes avec couvercle servant à dorer les pilules.Documentation à compléter.,,Fin XIXème s.,,,,Achat
605,0605.jpg,Trousse de trépanation du Dr A. Jentzer,Neurochirurgie,Neurologie,3007,Boite de métal contenant divers instruments de neurochirurgie.  cf bordereau d’achat.,,XXème s.,Bon,"H. Courvoisier, Genève",Métal,Achat
614,0614.jpg,Pot de chambre pour enfant avec couvercle,Soins d'hygiène,Santé publique,72,Pot de chambre pour enfant émaillé jaune à bords bleus.,,XXème s.,Bon,Sans mention,Email,Diaconie de Vevey
620,0620.jpg,Trousse de pharmacie homéopathique,Pharmacie,Pharmacie - Pharmacologie,160,"Trousse de pharmacie. Inscription “Dr. W. Schwabe Leipzig Centralhalle.”. 36 tubes. Date de 1867 inscrite sur la trousse, mais probablement fabrication postérieure",,1867,moyen. boucle abîmée. 1 lanière manquante.,Industrie Ausstellung zu Chemnitz,,
621,0621.jpg,Urinal en verre,Soins d'hygiène,Santé publique,72,Urinal en verre pour femme alitée.,,XXème s.,Bon,Sans mention,Verre,Diaconie de Vevey
623,0623.jpg,trousse de scalpels,Chirurgie générale,Chirurgie,450,"boîte noire en cuir ou simili. ornement poinçonné sur le couvercle. Mandorle métallique au centre, sans inscription. Boîte endommagée au niveau de la charnière, rafistolée avec scotch noir (d’électricien?)intérieur cuir violet, un peu marqué.contient 10 instruments (scalpels, droits, courbes; crochet), plusieurs fabricants: Reynolds & Branson; Brady & Martin; J. Dick Glasgow; Simpson;. lames en assez bon état, un peu sales/ certains ont été rongées par l’oxydation. Manches d’ébène",,,moyen,,,
624,0624.jpg,Stéthoscope,Diagnostic,,40,"Stéthoscope bi-auriculaire à embout cylindrique, tuyaux de caoutchouc rouge et olives en caoutchouc noir durci dans étui de cuir brun.",,XXème s.,,Mignon,,
630,0630.jpg,Seringue,Chirurgie générale,,450,Seringue en métal avec réservoir en verre. Aiguille. Etui.,,,bon.,,,
649,0649.jpg,Microscope,Laboratoire,,100,"Microscope monoculaire en laiton verni, pied en fer à cheval laqué noir,3 oculaires,  3 objectifs, 1 loupe,  dans caissette en bois d’acajou. Ce microscope a été utilisé par le Prof. Verdan pendant ses études de médecine (années 1930). ",,Fin XIXème - début XXème s.,,"E. Leitz, Wetzlar",,
653,0653.jpg,Masque d’anesthésie,Anesthésiologie,,46,Masqaue d’anesthésie pliable avec crochet.,,XXème s.,,,,"Service d’hygiène de la ville, Lausanne"
655,0655.jpg,Mortier,Pharmacologie,,160,"Mortier de porcelaine blanche utilisé en pharmacie pour piler les substances solides, (pas de pilon).(RF: est-on sûr de cette decription? le bec verseur indique plutôt un creuset, non? Sur les sites de pharma, on parle de capsule.)",,XXème s.,,,,"Dr Eric Rochat, St-Légier"
660,0660.jpg,Marteaux à réflexes,Diagnostic,,40,"Lot de 3 marteaux à réflexes, manches métal et bois, extrémité caoutchouc et bakélite.",,XXème s.,,,,Collections privées
661,0661.jpg,Masque d’anesthésie,Anesthésiologie,,46,"Grand masque d’anesthésie avec manche, gaze et couverture plastique.",,XXème s.,,,,Hôpital Cantonal Lausanne
662,0662.jpg,Appareil pour  mesurer la tension,Diagnostic,,40,"Appareil pour mesurer la tension ou tonomètre du Professeur Dr Gartner, d’après Riva-Rocci. Il manque les raccords, la balle pompe et l’échelle en carton graduée de 0-24 et 1-25  est déchirée en bas à droite.",,XXème s.,,"Franz Hugerstoff, Leipzig",,"Hôpital cantonal, Lausanne"
664,0664.jpg,Forceps,Obstétrique,,456,,,XXème s.,,,,"Dr Eric Rochat, St-Légier"
670,0670.jpg,Oscillotonometer d’après Recklinghausen,Diagnostic,,40,"Oscillotonometer ou sphygmomanomètre  d’après Dr Hans von Recklinghausen. Appareil pour la mesure de la tension artérielle dans sa caissette de bakélite noire.Manchette plastique, fixation velcro, poire de caoutchouc rouge Boîte de chez Schaerer, Genève",,Première moitié du 20e s.,,“Scala Alternans”  Altera D.R.P.,,"Dr Hopf, Genève"
674,0674.jpg,Sphygmomanomètre Sahli,Diagnostic,,40,"Etui noir à deux fermoirs dorés, intérieur de satin et velours violet.Contient:- un tube gradué- un petit tube en verre contenant du mercure et poudre rouille- pièce centrale à deux coudes- autre tube",,,,"E. F. Büchi & Söhne, Bern",,
677,0677.jpg,Lunettes de radiologie,Radiologie,,47,Lunettes à verres foncés pour protéger les yeux en radiologie,,XXème s.,,,,
678,0678.jpg,Lot de sondes en caoutchouc,Soins techniques,Soins techniques,72,Lot de sondes à usages multiples.,,XXème s.,Bon,Sans mention,Caoutchouc,Hôpital Cantonal Lausanne
682,0682.jpg,Soie pour ligatures,Chirurgie générale,,450,,,,,Fabrique internat. d’objets de pansement Schaffouse Suisse,,
686,0686.jpg,Villebrequin,"Orthopédie, traumatologie",,457,Villebrequin à mèche carrée.,,XXème s.,,,,
689,0689.jpg,Boîte de médicaments tubunic,Pharmacologie,,160,Boîte de métal conteannt 12 ampoules-seringues de divers médicaments,,XXème s.,,Roche,,
698,0698.jpg,Ciseaux,Obstétrique,,456,"Ciseaux-céphalotomes de Dubois, droits.",,XXème s.,,,,"Dr Eric Rochat, St-Légier"
708,0708.jpg,"Etui avec rasoir, bistouris et aiguilles",Chirurgie générale,,450,Etui. 1 rasoir. 2 bistouris. 2 aiguilles. 1 flacon avec 33 petites aiguilles.,,,moyen. rouille.,,,
713,0713.jpg,Élévateurs pour racines,,,27,2 élévateurs pour racines en métal. Appui doigt. Tête inclinée à curette.,,,moyen. rouillé.,,,
717,0717.jpg,Marteau,"Orthopédie, traumatologie",,457,,,XXème s.,,,,Hôpital Cantonal Lausanne
718,0718.jpg,Trépan,"Orthopédie, traumatologie",,457,,,XXème s.,,,,Hôpital Cantonal Lausanne
719,0719.jpg,Scie à amputation,"Orthopédie, traumatologie",,457,,,XXème s.,,"M. Schaerer, Berne",,Hôpital Cantonal Lausanne
720,0720.jpg,Scie à amputation,"Orthopédie, traumatologie",,457,Scie en métal,,XXème s.,,,,Hôpital Cantonal Lausanne
723,0723.jpg,Petite valise de cuir marquée Dr J. Roux,Chirurgie générale,,450,Valise de cuir brun contenant:- 1 seringue verre-métal de 50 ml avec embout à 3 voies- 3 tuyaux de caoutchouc avec embout- 1 écarteur- 2 spatules avec manche ébonite- 1 curette double- 3 sondes vésicales - 2 scies à plâtre,,XXème s.,,,,
724,0724.jpg,Lot de 2 gouttières pour la jambe,"Orthopédie, traumatologie",Orthopédie,457,2 gouttières en fil de fer galvanisé pour la jambe.La pr,,XXème s.,,Sans mention,Fer galvanisé,"Dr Eric Rochat, St-Légier"
734,0734.jpg,Oscillotonometer du Dr von  Recklinghausen,Diagnostic,,40,"Appareil de mesure de la tension artérielle dans caissette de bois noire gainée de tissu bleu L 27 - L 17 - H 7 cm.Manchette de coton noir plastifié à fixation velcro, poire de caoutchouc verteCaissette en bois abîmée aux angles, fermoirs rouillés. Ne ferme plus.",,Première moitié du 20e s.,,“Scala Alternans”  Altera D.R.P.,,
743,0743.jpg,Sonde de Bellocq,Chirurgie générale,,450,"Petite sonde de métal avec mandrin souple se terminant par une olive, pour le tamponnement nasal ",,XXème s.,,,,
749,0749.jpg,Ecarteurs,Chirurgie générale,,450,"2 écarteurs:Longueur c rochet 4,5 & 5,5 cm",,XXème s.,,,,
750,0750.jpg,Canules de trachéotomie,ORL,,458,4 canules en argent de diverses tailles pour enfant et adulte,,XXème s.,,,,
759,0759.jpg,Scalpels,Chirurgie générale,,450,"Boîte de métal contenant un manche, 6 lames droites, 2 lames incurvées. ",,XXème s.,"moyen, les lames sont oxydées.",,,
760,0760.jpg,Trocart,Chirurgie générale,,450,2 trocarts dont l’un avec obturateur,,XXème s.,,,,
763,0763.jpg,Rasoir manche bakélite,Chirurgie générale,,450,Rasoir dans étui de carton noir,,XXème s.,,,,
764,0764.jpg,Trousse de dissection,Anatomie,Anatomie,10&,Caissette de bois brun clair contenant.- 6 scalpels de différentes tailles avec manche d’ébène- 1 pincette chirurgicale- 1 érigne à trois chaînes- 1 sonde cannelée- 3 sondes - 1 aiguille courbe dans petit compartiment,,XXème s.,Bon,"A. Boreux, Bâle",,"Dr Jacqueline Vulliet, Lausanne"
766,0766.jpg,Ophtalmoscope,Ophtalmologie,Ophtalmologie,3015,,,Première moitié du 20e s.,moyen,,,
767,0767.jpg,Scie à résection de Butcher,Chirurgie générale,,450,,,,bon.,,,
769,0769.jpg,Scie d’amputation,"Orthopédie, traumatologie",,457,Scie d’amputation sans lame.,,Fin XIXème s.,,,,Hôpital Cantonal Lausanne
770,0770.jpg,Trocart,ORL,,458,Trocart se vissant dans étui guilloché en métal,,XXème s.,,,,Dr François Vulliet
771,0771.jpg,Bistouri nasal,ORL,,458,Bistouri nasal se vissant dans son étui de métal.,,XXème s.,,,,Dr François Vulliet
773,0773.jpg,Pince à ligatures,Chirurgie générale,,450,,,XXème s.,,,,Dr François Vulliet
774,0774.jpg,Pince de Reverdin,Chirurgie générale,,450,Pincette enlever les agrafes,,XXème s.,,,,Dr François Vulliet
775,0775.jpg,Masque d’anesthésie,Anesthésiologie,,46,2 masques d’anesthésie pliables avec crochet en métal chromé.,,XXème s.,,,,"Dr François Vulliet, Lausanne"
776,0776.jpg,Masque d’anesthésie,Anesthésiologie,,46,Masque d’anesthésie à filet.,,XXème s.,,,,"Dr François Vulliet, Lausanne"
777,0777.jpg,Masque d’anesthésie,Anesthésiologie,,46,"Masque à chloroforme en métal chromé, sans filet.",,Première moitié du 20e s.,,,,"Dr François Vulliet, Lausanne"
783,0783.jpg,Flacon à chloroforme,Anesthésiologie,,46,"Petit flacon de verre brun pour l’anesthésie, forme ovale avec bouchon de liège recouvert d’argent à 2 robinets.",,XXème s.,,,,"Dr François Vulliet, Lausanne"
784,0784.jpg,Pessaires,Gynécologie,,456,"Lot de pessaires en caoutchouc durci de Thomas, diverses tailles et formes.",,XXème s.,,,,
786,0786.jpg,Appareil à cautérisation au platine,Chirurgie générale,,450,"Appareil à cautérisation au platine dans étui de noir  gainé de rouge, contenant:- 1 flacon avec bouchon métal marqué “benzinstand”- 1 lampe à alcool avec bouchon métal et mèche coton- 1 manche en ébonite de 16 cm- 1 petit cauère en métal à pointe fine de 13,5 cm",,XXème s.,,"W. Margot 6 Cie, Lausanne",,
790,0790.jpg,Cystoscope,Endoscopie,,459,Cystoscope avec accessoires dans caissette de bois 21 x 10 x 5 cm,,XXème s.,,American Cystoscope Makers Inc. New York,,
798,0798.jpg,pinces pour la chirurgie ophtalmique (?),Ophtalmologie,Ophtalmologie,3015,8 pinces pour chirurgie de l’oeil (?),,20e s.,moyen,,,
799,0799.jpg,Otoscopes,ORL,,458,3 speculum de tailles différentes avec manche à batterie dans boîtier noir gainé de velours violet,,XXème s.,,Made in England,,
799,0799.jpg,Lunettes d’essai,Ophtalmologie,Ophtalmologie,3015,,,20e s.,bon,Oculus,,
800,0800.jpg,Lot de lunettes,Ophtalmologie,Ophtalmologie,3015,"7 paires de lunettes avec ou sans étui:- 1 paire de lunettes rondes à montures rouges. Il manque une branche- 1 paire de lunettes en métal, carré, probablement 1990s, Lino Veneziani for Liven, Made in Italy. Dans étui brun très abîmé.- 1 paire monture supérieure dorée, branches et pont ciselés dans étui à motifs art nouveau- 1 paire de lunettes de soleil rondes, monture en résine avec caches latéraux. Pont cassé. Dans un étui de carton coulissant- 1 paire de lunettes à monture noire. Cassées (verre droit qui ne tient plus et où le métal doré est à jour. Dans un étui de tissu marine et gris.- 1 paire de lunettes à monture or et écaille, en bon état. Dans un étui en plastique à carreaux écossais.- 1 paire de lunettes en métal avec bordure supérieure en plastique brun. bon état. Dans étui très abîmé Giorgio Armani (90s)Selon le bordereau: 6 lunettes avec étui et 6 sans étui",,20e s.,moyen - mauvais,,,"Dr Henri Smolik, Veytaux/Montreux"
803,0803.jpg,Oscillomètre sphygmométrique du Prof. Pachon,Diagnostic,,40,"Appareil de mesure de la pression artérielle avec manchette en coton bleu, pompe et tuyaux de caoutchouc rouge dans boîte noire gainée de feutrine rouge.Caissette: Longueur 25 cm - Largeur 18 cm Hauteur 10 cm.Cet appareil a été utilisé par Mme Emilia Mourraille, infirmière-chef de l’Hôpital militaire de Bordeaux durant la guerre de 1914-1918, mère de Mme Laffite.",,Première moitié du 20e s.,,Boulitte Paris,,
818,0818.jpg,Masque d’anesthésie,Anesthésiologie,,46,"Masque d’anesthésie en métal chromé, sans filet",,XXème s.,,,,
824,0824.jpg,Instrument chirurgical,,,450,Instrument en métal courbé en “Z”. Petite pièce mobile au bout.,,,bon,,,
825,0825.jpg,Instrument chirurgical / trocart,,,450,Trocart recourbé avec protection amovible,,,bon,,,
826,0826.jpg,Instrument chirurgical,,,450,"Instrument metalique. Tige, trois cercles pour  passer les doigts (marquage sur la boucle principale)",,,bon,,,
832,0832.jpg,Stéthoscope,Diagnostic,,40,"Stéthoscope bi-auriculaire , embout cylindrique plat, tuyaux caoutchouc noir, olives en caoutchouc durci.",,XXème s.,,Beecham,,
842,0842.jpg,Lot de trois masques d’anesthésie,Anesthésiologie,,46,"Masque d’anesthésie en métal nickelé, sans filet.",,XXème s.,,,,"Service d’hygiène de la ville, Lausanne"
843,0843.jpg,Masque d’anesthésie,Anesthésiologie,,46,"Grand masque d’anesthésie avec manche, sans filet",,XXème s.,,,,
843,0843.jpg,Ecarteurs à griffes,Chirurgie générale,,450,,,XXème s.,,,,
844,0844.jpg,Pinces de Péan,Chirurgie générale,,450,,,XXème s.,,,,
846,0846.jpg,Marteaux à réflexes,Diagnostic,,40,3 marteaux à réflexes: - 1 à manche nickelé garni d’un  triangle de caoutchouc rouge - 2 à manches nickelés garnis d’embouts en caoutchouc durci,,XXème s.,,,,
850,0850.jpg,Couteau à plâtre,"Orthopédie, traumatologie",,457,,,XXème s.,,"Laubscher, Bâle",,"Dr Eric Rochat, St-Légier"
859,0859.jpg,Cisaille,Chirurgie générale,,450,CIsaille à plâtre (?),,,bon.,,,
860,0860.jpg,Dynamomètre,Diagnostic,,40,"Instrument à 2 aiguilles pour l’échelle des tractions et l’échelle des pressions, permettant de mesurer la force musculaire.",,XXème s.,,,,
862,0862.jpg,Stéthoscope monaural,Diagnostic,,40,Stéthoscope monoaural en métal.,,XXème s.,,,,
875,0875.jpg,Appareil à extension,"Orthopédie, traumatologie",,457,"Appareil à extension à l’aide de deux fils de Kirschner jumelés, composé de 10 pièces en métal venant s’articuler autour de la jambe",,XXème s.,,,,
878,0878.jpg,Ouvre-bouche,,ORL,458,,,20e s.,Bon,H. Pfau,,
1020,1020.jpg,Masques d’anesthésie,Anesthésiologie,,46,"4 masques en métal chromé, 2 avec lanières, 1 avec boucles.",,XXème s.,,Carba,,
1520,1520.jpg,Stéthoscope,Diagnostic,,40,Stéthoscope avec embouts amovibles de forme cônique et cylindrique.,,XXème s.,,"Spengler, Paris",,
1790,1790.jpg,Couteaux à panier,ORL,,458,Couteaux ou curettes à panier du Prof. Moure pour l’ablation  des végétations.,,XXème s.,,,,"Dr Eric Rochat, St-Légier"
1892,1892.jpg,Pince à écraser,ORL,,458,Pince oize écraser ou compresser les amygdales afin d’en extraire le pus.,,XXème s.,,Bott & Walla,,"Dr Eric Rochat, St-Légier"
4001,4001.jpg,Stéthoscopes,Diagnostic,,40,"2 Stéthoscopes monoaural  en bois foncé, démontables",,XXème s.,,,,"Mme Anne Egli-Décombaz, Zurich"
5000,5000.jpg,Curettes pour les végétations adénoïdes,ORL,,458,Curettes à végétations employées pour enlever  des augmentations de volume des adénoïdes (excroissances). Grandeurs:n° 1n° 4n° 5,,Première moitié du XXème s.,bon.,"Storz, Prexa, Klöpfer",,"Pharmacie du Prieuré, Orbe"
5001,5001.jpg,Instrument pour amygdalectomie,ORL,,458,Instrument pour l’ablation totale des amygdales.Trois grandeurs:n° 1n° 2n° 3,,Vers 1950 (utilisé jusqu’à 1970),moyen. rouille.,"Luer, France",,"Pharmacie du Prieuré, Orbe"
5002,5002.jpg,Instrument pour amygdalotomie,ORL,,458,Modèle n° 2 de Mathieu pour l’ablation partielle des amygdales.,,Vers 1950,bon.,Sans mention,,"Pharmacie du Prieuré, Orbe"
5003,5003.jpg,Abaisse-langue à échelle,Diagnostic,,40,Abaisse-langue en métal chromé utilisé pour l’examen de la bouche et de la gorge.,,Première moitié du XXème s.,bon.,Laubscher-Basel,,"Pharmacie du Prieuré, Orbe"
5004,5004.jpg,Miroirs laryngiens,ORL,,458,"Grandeurs:2 fois K 1 (diamètre 1,3 cm)K 5 (diamètre 2 cm)K 7 (diamètre 2,5 cm)",,Première moitié du XXème s.,bon.,Sans mention,,"Pharmacie du Prieuré, Orbe"
5005,5005.jpg,Conchotome,ORL,,458,Instrument servant à enlever les restes d’amygdales.,,Première moitié du XXème s.,bon.,Favre & Blanc,,"Pharmacie du Prieuré, Orbe"
5006,5006.jpg,Trocart,Chirurgie générale,,450,"Le trocart sert à faire des ponctions et des biopsies. À la fin de la procédure, la canule reste en place pour aider l'évacuation des fluides.",,Première moitié du XXème s.,moyen.,Sans mention,,"Pharmacie du Prieuré, Orbe"
5007,5007.jpg,Trocart pour perforer l’abdomen,Chirurgie générale,,450,Avec trois pointes de grandeur différente.,,Première moitié du XXème s.,moyen. rouille.,Sans mention,,"Pharmacie du Prieuré, Orbe"
5009,5009.jpg,Pessaires,Gynécologie,,456,3 pessaires:2 de la marque B. Braun et 1 sans mention.,,Première moitié du XXème s.,bon.,B. Braun Melsungen,,"Pharmacie du Prieuré, Orbe"
5011,5011.jpg,Poignées pour la scie de Gigli en fil d’acier,Chirurgie générale,,450,,,Première moitié du XXème s.,bon.,M. Schaerer & Co,,"Pharmacie du Prieuré, Orbe"
5012,5012.jpg,Planche à pilules double-face,Pharmacie,,160,En bois avec une partie métallique.,,Première moitié du XXème s.,,Sans mention,,"Pharmacie du Prieuré, Orbe"
5013,5013.jpg,Planche à pilules,Pharmacie,,160,En métal avec une partie en verre.,,XXème s.,,Sans mention,,"Pharmacie du Prieuré, Orbe"
5014,5014.jpg,Uromètre,Diagnostic,,40,"Modèle du Dr Ulzimann 15°Celsius, sans thermomètre, 1,000 - 1,060.",,Première moitié du XXème s.,bon.,"Müller & Krempel, Zürich",,"Pharmacie du Prieuré, Orbe"
5015,5015.jpg,Uromètres,Diagnostic,,40,"2 uromètres, modèle du Dr Ulzimann 15°Celsius, sans thermomètre, 1,000 - 1,060.",,Première moitié du XXème s.,bon.,"Müller & Krempel, Zürich",,"Pharmacie du Prieuré, Orbe"
5016,5016.jpg,Densimètres pour le sucre,Diagnostic,,40,"2 modèles, 0-50, 15° Celsius.",,Première moitié du XXème s.,,TJZ,,"Pharmacie du Prieuré, Orbe"
5017,5017.jpg,Uricomètre,Diagnostic,,40,"Uricomètre du Dr Ruhemann dans un étui, pour l’analyse quantitative immédiate de l’acide urique dans l’urine.",,Première moitié du XXème s.,bon.,Sans mention,,"Pharmacie du Prieuré, Orbe"
5018,5018.jpg,Albuminimètre,Diagnostic,,40,"3 albuminimètre du Dr Esbach (un dans un étui en bois), pour déterminer la quantité d’albumine dans l’urine.",,Première moitié du XXème s.,,Sans mention,,"Pharmacie du Prieuré, Orbe"
5021,5021.jpg,Pilon,Pharmacie,,160,Pilon en bois avec tête en porcelaine utilisé en pharmacie pour piler les substances solides dans un mortier (pas de mortier),,XXème s.,,Sans mention,,"Pharmacie du Prieuré, Orbe"
5022,5022.jpg,Pilon,Pharmacie,,160,Pilon en bois utilisé en pharmacie pour piler les substances solides dans un mortier (pas de mortier),,XXème s.,bon.,Sans mention,,"Pharmacie du Prieuré, Orbe"
5023,5023.jpg,Pilon,Pharmacie,,160,Pilon en bois utilisé en pharmacie pour piler les substances solides dans un mortier (pas de mortier),,XXème s.,bon.,Sans mention,,"Pharmacie du Prieuré, Orbe"
5024,5024.jpg,Flacon,Pharmacie,,160,Flacon en verre avec col étroit et bouchon casquette.Inscription sur le flacon : 54Inscription sur le bouchon : 24,,XXème s.,bon.,Sans mention,,"Pharmacie du Prieuré, Orbe"
5025,5025.jpg,Densimètre,Diagnostic,,40,"De 0,700 à 1,000. Temp. 15° Celsius.",,Première moitié du XXème s.,,Sans mention,,"Pharmacie du Prieuré, Orbe"
5026,5026.jpg,Flacon,Pharmacie,,160,Flacon en verre avec col étroit et bouchon casquette.Etiquette sur le flacon : Parfum concentré,,XXème s.,,Sans mention,,"Pharmacie du Prieuré, Orbe"
5030,5030.jpg,"Inhalateur “Prométhée”, type JH 01",Soins techniques,Soins techniques,72,Appareil électrique en métal avec: - 2 accessoires en verre - 2 accessoires en métal- 1 prise électrique - 1 récipient en métal - 1 mode d’emploi pour fonctionnement,,20e s.,Bon,"Prometheus, A.G.",Métal et verre,
5031,5031.jpg,Lot de 5  gouttières,"Orthopédie, traumatologie",Orthopédie,457,"Lot de 5 gouttières en carton plastique,  pour la main, pour le radius et pour l’avant-bras. La première à partir de la gauche sur la photo:Longueur: 21 cmLargeur: 9 cmPoids: 60 gLa deuxième à partir de la gauche sur la photo:Longueur: 28 cmLargeur: 12 cmPoids: 130 gDescription: Porte un autocollant avec l’indication: “Infirmerie de Rolle” La troisième à partir de la gauche sur la photo:Longueur: 31 cmLargeur: 9,5 cmPoids: 112 gLa quatrième à partir de la gauche sur la photo:Longueur: 32 cmLargeur: 11 cmPoids: 130 gLa gouttière en premier plan:Longueur: 21 cmLargeur: 9 cmPoids: 115 g",,XXème s.,Mauvais,Sans mention,Carton plastique et métal,"Dr Eric Rochat, St-Légier"
5032,5032.jpg,Lot de 7 gouttières en tôle,"Orthopédie, traumatologie",Orthopédie,457,"Lot de 7 attelles en tôle pour l’avant-bras et le pied.La première à partir du haut de la photo à gauche:Longueur: 27 cmLargeur: 9,5 cmPoids: 120 gLa deuxième à partir du haut de la photo à gauche:Longueur: 28 cmLargeur: 7 cmPoids: 80 gLa troisième à partir du haut de la photo à gauche:Longueur: 16,5 cmLargeur: 16 cmProfondeur: 16,5 cmPoids: 275 gLa première à partir de la gauche au centre de la photo:Longueur: 30,5 cmLargeur: 13 cmPoids: 150 gLa deuxième à partir de la gauche au centre de la photo:Longueur: 34,5 cmLargeur: 12,5 cmPoids: 190 gLa troisième à partir de la gauche au centre de la photo:Longueur: 38,5 cmLargeur: 14 cmPoids: 170 gLa quatrième à partir de la gauche au centre de la photo:Longueur: 18 cmLargeur: 7 cmPoids: 105 g    ",,XXème s.,Moyen,Sans mention,Tôle,"Dr Eric Rochat, St-Légier"
5040,5040.jpg,"Ophtalmoscope, modèle Eff, avec deux ampoules dans sa boîte",Ophtalmologie,,3015,Ophtalmoscope dans une boîte noire,,20e s.,,,,
5334,5334.jpg,Bassin réniforme,Soins techniques,Soins techniques,72,Bassin réniforme pour réfection pansements et usages divers.,,XXème s.,Bon,“Z”,Email,Diaconie de Vevey
