ID,Image,Title,Category,Domain,Description,Documentation,Date,Date Start,Date End,Date Mod,Condition,Creator,Materials,Origin,Lat,Lng
258,0258.jpg,Sondes intra-utérines de Fritsch,Gynécologie,,,,XXème s.,1900,1999,XXème s.,,,,,,
259,0259.jpg,Pince à griffes,Gynécologie,,Pince à abaissement à 2 griffes avec arrêt coulissant.,,XXème s.,1900,1999,XXème s.,,,,,,
259,0259.jpg,Curettes tranchantes,Gynécologie,,Lot de 3 curettes tranchantes ,,XXème s.,1900,1999,XXème s.,,,,,,
256,0256.jpg,Porte-coton,Gynécologie,,,,XXème s.,1900,1999,XXème s.,,,,,,
185,0185.jpg,Ouvre-bouche,ORL,,,,XXème s.,1900,1999,XXème s.,,,,,,
261,0261.jpg,Perforateur de Siebold,Obstétrique,,Perforateur de Siebold en forme de ciseaux.,,XXème s.,1900,1999,XXème s.,,"Hausman, St-Gallen",,,,
262,0262.jpg,Sonde vésicale,Soins techniques,,"Sonde vésicale courbée pour homme, avec mandrin. ",,XXème s.,1900,1999,XXème s.,bon,,,,,
248,0248.jpg,Pince coupante pour le nez,ORL,,,,XXème s.,1900,1999,XXème s.,,,,,,
211,0211.jpg,Cranioclaste,Obstétrique,,,,XXème s.,1900,1999,XXème s.,,,,"Collections privées, St-Légier",46.4717185,6.8767709
698,0698.jpg,Ciseaux,Obstétrique,,"Ciseaux-céphalotomes de Dubois, droits.",,XXème s.,1900,1999,XXème s.,,,,"Collections privées, St-Légier",46.4717185,6.8767709
249,0249.jpg,Trocart,Obstétrique,,,,XXème s.,1900,1999,XXème s.,,,,,,
784,0784.jpg,Pessaires,Gynécologie,,"Lot de pessaires en caoutchouc durci de Thomas, diverses tailles et formes.",,XXème s.,1900,1999,XXème s.,,,,,,
603,0603.jpg,Aiguille à paracentèse de Politzer,ORL,,,,XXème s.,1900,1999,XXème s.,,,,"Collections privées, St-Légier",46.4717185,6.8767709
602,0602.jpg,Amygdalotome,ORL,,,,XXème s.,1900,1999,XXème s.,,,,"Collections privées, St-Légier",46.4717185,6.8767709
187,0187.jpg,Miroir laryngien articulé,ORL,,,,XXème s.,1900,1999,XXème s.,,,,"Hôpital Cantonal Lausanne, Clinique ORL",46.5256057,6.6426073
1790,1790.jpg,Couteaux à panier,ORL,,Couteaux ou curettes à panier du Prof. Moure pour l’ablation  des végétations.,,XXème s.,1900,1999,XXème s.,,,,"Collections privées, St-Légier",46.4717185,6.8767709
1892,1892.jpg,Pince à écraser,ORL,,Pince oize écraser ou compresser les amygdales afin d’en extraire le pus.,,XXème s.,1900,1999,XXème s.,,Bott & Walla,,"Collections privées, St-Légier",46.4717185,6.8767709
183,0183.jpg,Releveur du voile du palais,,,,,XXème s.,1900,1999,XXème s.,,H. Pfau DRGM,,"Collections privées, St-Légier",46.4717185,6.8767709
248,IHM-0248.jpg,Couteau annulaire,ORL,,cf. Schaerer p. 704,,,,,,,,,"Collections privées, St-Légier",46.4717185,6.8767709
182,0182.jpg,Pince à  polypes,ORL,,,,XXème s.,1900,1999,XXème s.,,,,"Collections privées, St-Légier",46.4717185,6.8767709
124,0124.jpg,Rectoscope ou anuscope ,Endoscopie,,,,XXème s.,1900,1999,XXème s.,,Schaerer S.A.,,"Collections privées, Zurich",47.3768866,8.541694
790,0790.jpg,Cystoscope,Endoscopie,,Cystoscope avec accessoires dans caissette de bois 21 x 10 x 5 cm,,XXème s.,1900,1999,XXème s.,,American Cystoscope Makers Inc. New York,,,,
843,0843.jpg,Ecarteurs à griffes,Chirurgie générale,,,,XXème s.,1900,1999,XXème s.,,,,,,
844,0844.jpg,Pinces de Péan,Chirurgie générale,,,,XXème s.,1900,1999,XXème s.,,,,,,
846,0846.jpg,Marteaux à réflexes,Diagnostic,,3 marteaux à réflexes: - 1 à manche nickelé garni d’un  triangle de caoutchouc rouge - 2 à manches nickelés garnis d’embouts en caoutchouc durci,,XXème s.,1900,1999,XXème s.,,,,,,
858,0858.jpg,Centrifugeuse ,Laboratoire,,"Centrifugeuse manuelle en fonte peinte en rouge, avec support pour 2 éprouvettes en fer blanc.",,XXème s.,1900,1999,XXème s.,,,,"Collections privées, Lausanne",46.5196535,6.6322734
862,0862.jpg,Stéthoscope monaural,Diagnostic,,Stéthoscope monoaural en métal.,,XXème s.,1900,1999,XXème s.,,,,,,
9,0009.jpg,Stéthoscope monoaural ,Diagnostic,,Stéthoscope monoaural en aluminium.,,XXème s.,1900,1999,XXème s.,,"Margot & Jeannet, Lausanne",,,,
5,0005.jpg,Stéthoscope monoaural,Diagnostic,,"Stéthoscope monoaural démontable, en bois clair.",,XXème s.,1900,1999,XXème s.,,,,,,
677,0677.jpg,Lunettes de radiologie,Radiologie,,Lunettes à verres foncés pour protéger les yeux en radiologie,,XXème s.,1900,1999,XXème s.,,,,,,
875,0875.jpg,Appareil à extension,"Orthopédie, traumatologie",,"Appareil à extension à l’aide de deux fils de Kirschner jumelés, composé de 10 pièces en métal venant s’articuler autour de la jambe",,XXème s.,1900,1999,XXème s.,,,,,,
4001,4001.jpg,Stéthoscopes,Diagnostic,,"2 Stéthoscopes monoaural  en bois foncé, démontables",,XXème s.,1900,1999,XXème s.,,,,"Collections privées, Zurich",47.3768866,8.541694
860,0860.jpg,Dynamomètre,Diagnostic,,"Instrument à 2 aiguilles pour l’échelle des tractions et l’échelle des pressions, permettant de mesurer la force musculaire.",,XXème s.,1900,1999,XXème s.,,,,,,
604,0604.jpg,Boîte à dorer les pilules,Pharmacologie,,Boîte en bois d’aulnes avec couvercle servant à dorer les pilules.Documentation à compléter.,,Fin XIXème s.,1875,1899,Fin XIXème s.,,,,,,
88,0088.jpg,Distributeur de coton,Soins techniques,,,,XXème s.,1900,1999,XXème s.,,,,,,
112,0112.jpg,Pince-gouge,"Orthopédie, traumatologie",,,,XXème s.,1900,1999,XXème s.,,,,,,
243,IHM-0243.jpg,Pince-gouge,,,,,XXème s.,1900,1999,XXème s.,,"A. Favre, symbole caducée",,,,
116,0116.jpg,Ostéotome,"Orthopédie, traumatologie",,,,XXème s.,1900,1999,XXème s.,,Gentile,,,,
117,0117.jpg,Gouge,"Orthopédie, traumatologie",,,,XXème s.,1900,1999,XXème s.,,Schaerer,,,,
108,0108.jpg,Gouge,"Orthopédie, traumatologie",,,,XXème s.,1900,1999,XXème s.,,Aesculap,,,,
109,0109.jpg,Passe-fils,"Orthopédie, traumatologie",,1 passe-fil ou guide-fil droit et gauche,,XXème s.,1900,1999,XXème s.,,,,,,
242,IHM-0242.jpg,Aiguille de Reverdin,"Orthopédie, traumatologie",,,,XXème s.,1900,1999,XXème s.,,Medicon,,,,
107,0107.jpg,Aiguille de Reverdin,"Orthopédie, traumatologie",,,,XXème s.,1900,1999,XXème s.,,Medicon,,,,
241,IHM-0241.jpg,Passe-fil,"Orthopédie, traumatologie",,,,Fin XIXème s.,1875,1899,Fin XIXème s.,,,,,,
240,IHM-0240.jpg,Passe-fil,"Orthopédie, traumatologie",,,,XXème s.,1900,1999,XXème s.,,,,,,
115,0115.jpg,Porte-aiguilles,"Orthopédie, traumatologie",,,,XXème s.,1900,1999,XXème s.,,Pharmap,,,,
110,0110.jpg,Rugine,"Orthopédie, traumatologie",,,,XXème s.,1900,1999,XXème s.,,Gentile,,,,
239,IHM-0239.jpg,Gouge,"Orthopédie, traumatologie",,,,XXème s.,1900,1999,XXème s.,,,,,,
416,0416.jpg,Pince à ongles,Chirurgie générale,,,,XXème s.,1900,1999,XXème s.,,,,,,
113,0113.jpg,Burins,"Orthopédie, traumatologie",,,,XXème s.,1900,1999,XXème s.,,Kifa,,,,
111,0111.jpg,Burin,"Orthopédie, traumatologie",,,,XXème s.,1900,1999,XXème s.,,Gentile,,,,
850,0850.jpg,Couteau à plâtre  ,"Orthopédie, traumatologie",,,,XXème s.,1900,1999,XXème s.,,"Laubscher, Bâle",,"Collections privées, St-Légier",46.4717185,6.8767709
39,0039.jpg,Microscope monoculaire,,,"Microscope monoculaire en laiton, socle en fer à cheval verni noir dans caissette de bois.",,XXème s.,1900,1999,XXème s.,,"E. Leitz, Wetzlar",,"Collections privées, Zurich",47.3768866,8.541694
299,0299.jpg,Attelles d’enfants,"Orthopédie, traumatologie",,"Lot de 3 attelles en cuir, bois et métal.",,XXème s.,1900,1999,XXème s.,,,,"Collections privées, St-Légier",46.4717185,6.8767709
30,0030.jpg,O.R.L.,ORL,,"Lampe de poche, supports ampoules, miroir, abaisse-langue, câble dans boîte noire gainée de bleu.",,XXème s.,1900,1999,XXème s.,,,,"Collections privées, Zurich",47.3768866,8.541694
23,0023.jpg,Stérilisateur portatif,Antisepsie - Asepsie,Antisepsie - Asepsie,"Petit stérilisateur à alcool, portatif avec 1 panier et 2 lampes à alcool, dans fourre de daim beige.",,20e s.,1900,1999,20e s.,Bon ,"C. ADNL’T, Paris",Métal ,"Collections privées, Zurich",47.3768866,8.541694
45,0045.jpg,Stérilisateur à alcool,Antisepsie - Asepsie,,"Grand stérilisateur à alcool du Dr F. Levassort, avec boîtier, paniers, poignées et thermomètre.",,Fin XIXème s.,1875,1899,Fin XIXème s.,,"E. Adnet, Paris",,"Collections privées, Zurich",47.3768866,8.541694
391,IHM-0391.jpg,"Ventouses à robinet, pompe aspirante, scarificateur à 12 lames",Soins techniques,,"Jeu de 4 ventouses à robinet, pompe aspirante, scarificateur à 12 lames en cuivre. La boîte porte à l’intérieur la marque Charrière et Collin, Paris.",,Fin XIXème s.,1875,1899,Fin XIXème s.,,"Charrière et Collin, Paris",,,,
129,0129.jpg,Microscope monoculaire,Laboratoire,,"Microscope monoculaire n°28628 en laiton verni et laqué noir, pied en fer à cheval. Revolver à deux objectifs, platine ronde. Sans oculaires, avec 1objectif (0.5/30).  Avec coffret et clef.Inscription sur le coffret: Institut de Physiologie, Université de Lausanne",,Env. 1926,1926,1926,Env. 1926,,"Busch, Rathenow Germany",,,,
43,0043.jpg,Microscope binoculaire,Laboratoire,,"Microscope binoculaire en laiton verni en noir, modèle BS 455481 a base triangulaire. Avec 4 oculaires (2 fois 6x; 2 fois 12x), 3 objectifs (1/2 oel; 3; 6L), 2 contrastes optiques (bleu ciel et blanc), 1 miroir, 1 lame, 1 flacon d’huile ou graisse (immersions-oel) du 2.12.1953. Avec coffret et clef.En très bon état.",,1950-1953,1950,1953,1950-1953,,"Ernst Leitz Wetzlar, Germany",,,,
94,0094.jpg,"Diapason A 108,75",ORL,,,,XXe siècle,1900,1999,XXe siècle,,"Edelmann , München",,,,
98,0098.jpg,Diapason C 128,ORL,,,,XXe siècle,1900,1999,XXe siècle,,Klein,,,,
97,0097.jpg,"Diapason C 16 avec curseurs, modèle français",ORL,ORL,,,XXe siècle,1900,1999,XXe siècle,,Doppel Contra,,,,
95,0095.jpg,"Diapason C 32 avec curseurs, modèle français",ORL,,,,XXe siècle,1900,1999,XXe siècle,,Doppel Contra,,,,
96,0096.jpg,"Diapason Lucae C 128 avec curseurs démontables, réglable jusqu’à H",ORL,,,,XXe siècle,1900,1999,XXe siècle,,,,,,
15,0015.jpg,Diapason C 64 avec curseur,ORL,,,,Fin XIXème - début XXème s.,1875,1924,Fin XIXe - début XXe siècle,,A. Maier,,,,
14,0014.jpg,Diapason C 128 avec curseur,ORL,,,,Fin XIXème - début XXème s.,1875,1924,Fin XIXe - début XXe siècle,,A. Maier,,,,
560,0560.jpg,Prothèses vasculaires,Chirurgie cardiaque,,"Tubes prothétiques (Dacron, Goretex) de plusieurs longueurs et diamètres servant à court-circuiter le segment d’artère pathologique.",,XXe siècle,1900,1999,XXe siècle,,Dacron,,,,
619,IHM-0619.jpg,"Prothèses de la valve mitrale, 1968-1973",Chirurgie cardiaque,,"Coffret avec plusieurs valves de taille différente (taille 1 à taille 4) provenant de l’Hôpital Hammersmith de Londres, 2 jauges de la marque Beall pour mesurer la taille de la valve mitrale, 3 jauges d’une marque non identifiée, 2 systèmes de résection latérale. ",,XXème s.,1900,1999,XXème s.,,Portex,,,,
5000,5000.jpg,Curettes pour les végétations adénoïdes,ORL,,Curettes à végétations employées pour enlever  des augmentations de volume des adénoïdes (excroissances). Grandeurs:n° 1n° 4n° 5,,Première moitié du XXème s.,1900,1949,Première moitié du XXème s.,bon.,"Storz, Prexa, Klöpfer",,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5001,5001.jpg,Instrument pour amygdalectomie,ORL,,Instrument pour l’ablation totale des amygdales.Trois grandeurs:n° 1n° 2n° 3,,Vers 1950 (utilisé jusqu’à 1970),1950,1950,Vers 1950 (utilisé jusqu’à 1970),moyen. rouille.,"Luer, France",,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5002,5002.jpg,Instrument pour amygdalotomie,ORL,,Modèle n° 2 de Mathieu pour l’ablation partielle des amygdales.,,Vers 1950 ,1950,1950,Vers 1950 ,bon.,Sans mention,,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5003,5003.jpg,Abaisse-langue à échelle,Diagnostic,,Abaisse-langue en métal chromé utilisé pour l’examen de la bouche et de la gorge.,,Première moitié du XXème s.,1900,1949,Première moitié du XXème s.,bon.,Laubscher-Basel,,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5004,5004.jpg,Miroirs laryngiens ,ORL,,"Grandeurs:2 fois K 1 (diamètre 1,3 cm)K 5 (diamètre 2 cm)K 7 (diamètre 2,5 cm)",,Première moitié du XXème s.,1900,1949,Première moitié du XXème s.,bon.,Sans mention,,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5005,5005.jpg,Conchotome,ORL,,Instrument servant à enlever les restes d’amygdales.,,Première moitié du XXème s.,1900,1949,Première moitié du XXème s.,bon.,Favre & Blanc,,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5006,5006.jpg,Trocart,Chirurgie générale,,"Le trocart sert à faire des ponctions et des biopsies. À la fin de la procédure, la canule reste en place pour aider l'évacuation des fluides.",,Première moitié du XXème s.,1900,1949,Première moitié du XXème s.,moyen.,Sans mention,,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5007,5007.jpg,Trocart pour perforer l’abdomen,Chirurgie générale,,Avec trois pointes de grandeur différente.,,Première moitié du XXème s.,1900,1949,Première moitié du XXème s.,moyen. rouille.,Sans mention,,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5008,5008.jpg,Serres tube ,,,2 serre tube pour des tubes en caoutchouc.,,Première moitié du XXème s.,1900,1949,Première moitié du XXème s.,bon.,Sans mention,,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5009,5009.jpg,Pessaires,Gynécologie,,3 pessaires:2 de la marque B. Braun et 1 sans mention.,,Première moitié du XXème s.,1900,1949,Première moitié du XXème s.,bon.,B. Braun Melsungen,,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5010,5010.jpg,Lampe à alcool,,,"En verre blanc avec couvercle et mèche. Pour chauffer les instruments, notamment le miroir laryngien.",,Première moitié du XXème s.,1900,1949,Première moitié du XXème s.,moyen.,Sans mention,,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5011,5011.jpg,Poignées pour la scie de Gigli en fil d’acier,Chirurgie générale,,,,Première moitié du XXème s.,1900,1949,Première moitié du XXème s.,bon.,M. Schaerer & Co,,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5013,5013.jpg,Planche à pilules ,Pharmacie,,En métal avec une partie en verre.,,XXème s.,1900,1999,XXème s.,,Sans mention,,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5012,5012.jpg,Planche à pilules double-face,Pharmacie,,En bois avec une partie métallique.,,Première moitié du XXème s.,1900,1949,Première moitié du XXème s.,,Sans mention,,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5025,5025.jpg,Densimètre ,Diagnostic,,"De 0,700 à 1,000. Temp. 15° Celsius.",,Première moitié du XXème s.,1900,1949,Première moitié du XXème s.,,Sans mention,,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5014,5014.jpg,Uromètre,Diagnostic,,"Modèle du Dr Ulzimann 15°Celsius, sans thermomètre, 1,000 - 1,060.",,Première moitié du XXème s.,1900,1949,Première moitié du XXème s.,bon.,"Müller & Krempel, Zürich",,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5015,5015.jpg,Uromètres,Diagnostic,,"2 uromètres, modèle du Dr Ulzimann 15°Celsius, sans thermomètre, 1,000 - 1,060.",,Première moitié du XXème s.,1900,1949,Première moitié du XXème s.,bon.,"Müller & Krempel, Zürich",,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5016,5016.jpg,Densimètres pour le sucre,Diagnostic,,"2 modèles, 0-50, 15° Celsius.",,Première moitié du XXème s.,1900,1949,Première moitié du XXème s.,,TJZ,,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5017,5017.jpg,Uricomètre,Diagnostic,,"Uricomètre du Dr Ruhemann dans un étui, pour l’analyse quantitative immédiate de l’acide urique dans l’urine.",,Première moitié du XXème s.,1900,1949,Première moitié du XXème s.,bon.,Sans mention,,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5018,5018.jpg,Albuminimètre,Diagnostic,,"3 albuminimètre du Dr Esbach (un dans un étui en bois), pour déterminer la quantité d’albumine dans l’urine.",,Première moitié du XXème s.,1900,1949,Première moitié du XXème s.,,Sans mention,,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5019,5019.jpg,Centrifuge,Laboratoire,,"Avec transmission à axe en spirale dans une boîte vernie de brun, avec support pour 2 verres dans douille en aluminium.",,Première moitié du XXème s.,1900,1949,Première moitié du XXème s.,,Sans mention,,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5020,5020.jpg,Ventouses en verre,,,13 ventouses en verre de taille petite.,,Première moitié du XXème s.,1900,1949,Première moitié du XXème s.,,Sans mention,,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5021,5021.jpg,Pilon,Pharmacie,,Pilon en bois avec tête en porcelaine utilisé en pharmacie pour piler les substances solides dans un mortier (pas de mortier),,XXème s.,1900,1999,XXème s.,,Sans mention,,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5022,5022.jpg,Pilon,Pharmacie,,Pilon en bois utilisé en pharmacie pour piler les substances solides dans un mortier (pas de mortier),,XXème s.,1900,1999,XXème s.,bon.,Sans mention,,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5023,5023.jpg,Pilon,Pharmacie,,Pilon en bois utilisé en pharmacie pour piler les substances solides dans un mortier (pas de mortier),,XXème s.,1900,1999,XXème s.,bon.,Sans mention,,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5024,5024.jpg,Flacon,Pharmacie,,Flacon en verre avec col étroit et bouchon casquette.Inscription sur le flacon : 54Inscription sur le bouchon : 24,,XXème s.,1900,1999,XXème s.,bon.,Sans mention,,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5026,5026.jpg,Flacon,Pharmacie,,Flacon en verre avec col étroit et bouchon casquette.Etiquette sur le flacon : Parfum concentré,,XXème s.,1900,1999,XXème s.,,Sans mention,,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5027,5027.jpg,Fiole jaugée à trait,,,"Fiole en verre avec bouchon portant l’inscription: Normal 250 ccm, E + 15°C/4°C, Auer & Cie, Zürich.Avec bouchon (h : 23 cm)",,XXème s.,1900,1999,XXème s.,bon.,"Auer & Cie, Zürich",,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5028,5028.jpg,Fiole conique,,,Fiole conique en verre portant l’inscription: SCHOTTuCEN.JENA 25 (à vérifier).,,XXème s.,1900,1999,XXème s.,bon.,Sans mention,,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
5029,5029.jpg,Flacon de Wolff,,,"Flacon en verre, à un col, avec tubure dans la partie basse.",,XXème s.,1900,1999,XXème s.,,Sans mention,,"Pharmacie du Prieuré, Orbe",46.724498,6.531912
167,0167.jpg,Bassin réniforme,Soins techniques,Soins techniques,"Bassin réniforme pour réfection pansements et usages divers.Fabricant: L’objet porte le label d’une marque, il s’agit d’un caducée au-dessus duquel on lit le chiffre 43.  ",,XXème s.,1900,1999,XXème s.,Bon,Sans mention  ,Email,Diaconie de Vevey,46.4628333,6.8419192
171,0171.jpg,Bassin réniforme,Soins techniques,Soins techniques,Bassin réniforme pour réfection pansements et usages divers.,,XXème s.,1900,1999,XXème s.,Bon,“Z”,Email,Diaconie de Vevey,46.4628333,6.8419192
557,0557.jpg,Cylindres ,Soins techniques,Soins techniques,Cylindre en inox pour pince porte-tampons ,,XXème s.,1900,1999,XXème s.,Bon ,Favre & Blanc,Métal ,Hôpital Cantonal Lausanne,46.5256057,6.6426073
166,0166.jpg,Cuvette en émail,Soins d'hygiène,Soins techniques,Cuvette en émail blanc bordée de bleu. Fabricant: Sous la cuvette on peut voir un caducet au-dessus duquel est inscrit le chiffre 65. Le diamètre est également inscrit: 16 cm.  ,,XXème s.,1900,1999,XXème s.,Bon,Sans mention ,Email,Diaconie de Vevey,46.4628333,6.8419192
533,0533.jpg,Cuvette en émail,Soins d'hygiène,Soins techniques,Cuvette en émail blanc bordée de bleu. ,,XXème s.,1900,1999,XXème s.,Bon,Merker ,Email,Diaconie de Vevey,46.4628333,6.8419192
170,0170.jpg,Broc à lavement,Soins d'hygiène,Soins techniques,"Broc à lavement blanc avec bord noir d’une capacité de 1,5l. ",,XXème s.,1900,1999,XXème s.,Bon,Merker,Email,Hôpital Cantonal Lausanne,46.5256057,6.6426073
558,0558.jpg,Pince porte-tampons,Soins techniques,Soins techniques,Pince porte-tampons en inox. ,,XXème s.,1900,1999,XXème s.,Bon ,Sans mention ,Métal ,Hôpital Cantonal Lausanne,46.5256057,6.6426073
264,0264.jpg,Broc à lavement,Soins d'hygiène,Soins techniques,"Broc à lavement en verre dans support en métal cuivré avec anse, gradué jusqu’à 1L.",,XXème s.,1900,1999,XXème s.,Bon,"Russenberger, Zurich",Verre et métal cuivré,,,
529,0529.jpg,Tasse à bec en porcelaine,,Soins techniques,Tasse à bec dit “canard” avec couvercle pour permettre au patient de boire couché.,,XXème s.,1900,1999,XXème s.,Bon ,Helios,Porcelaine,Hôpital Cantonal Lausanne,46.5256057,6.6426073
168,0168.jpg,Tasse à bec en porcelaine,,Soins techniques,Tasse à bec dit “canard” avec couvercle pour permettre au patient de boire couché.,,XXème s.,1900,1999,XXème s.,Bon ,Sans mention ,Porcelaine,Hôpital Cantonal Lausanne,46.5256057,6.6426073
563,0563.jpg,Tasse à bec en porcelaine,,Soins techniques,Tasse à bec dit “canard” pour permettre au patient de boire couché.,,XXème s.,1900,1999,XXème s.,Bon ,"Langenthal, Suisse",Porcelaine,Hôpital Cantonal Lausanne,46.5256057,6.6426073
872,0872.jpg,Gouttière en carton noir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,,,,,,,,,,,,"Collections privées, St-Légier",46.4717185,6.8767709
525,0525.jpg,Bocaux de verre avec couvercles,Soins techniques,,"3 bocaux en verre avec couvercles ( 2x verre,1x métal) pour stocker le coton.",,XXème s.,1900,1999,XXème s.,,,,Hôpital Cantonal Lausanne,46.5256057,6.6426073
667,0667.jpg,Bocaux de verre avec couvercles,Soins techniques,,"3 bocaux en verre avec couvercles ( 2x verre,1x métal) pour stocker le coton.",,XXème s.,1900,1999,XXème s.,,,,Hôpital Cantonal Lausanne,46.5256057,6.6426073
623,0623.jpg,trousse de scalpels,Chirurgie générale,Chirurgie,"boîte noire en cuir ou simili. ornement poinçonné sur le couvercle. Mandorle métallique au centre, sans inscription. Boîte endommagée au niveau de la charnière, rafistolée avec scotch noir (d’électricien?)intérieur cuir violet, un peu marqué.contient 10 instruments (scalpels, droits, courbes; crochet), plusieurs fabricants: Reynolds & Branson; Brady & Martin; J. Dick Glasgow; Simpson;. lames en assez bon état, un peu sales/ certains ont été rongées par l’oxydation. Manches d’ébène",,,,,,moyen,,,,,
20,0020.jpg,couteau,Chirurgie générale,Chirurgie,grand couteau en métal de la marque Collin. Dans un étui noir.,,,,,,assez bon,Collin,,,,
674,0674.jpg,Sphygmomanomètre Sahli,Diagnostic,,"Etui noir à deux fermoirs dorés, intérieur de satin et velours violet.Contient:- un tube gradué- un petit tube en verre contenant du mercure et poudre rouille- pièce centrale à deux coudes- autre tube",,,,,,,"E. F. Büchi & Söhne, Bern",,,,
709,0709.jpg,Appareil d’insufflation de pneumothorax,,,"Appareil contenant une pompe en caoutchouc (vulcanisé), dans une boîte en bois auquel le système central est fixé. Un mode d’emploi sur une plaquette métallique est vissé à l’intérieur du couvercle.",,XXe siècle,1900,1999,XXe siècle,,Entral / Aloxyd SA Bienne,,,,
17,0017.jpg,Assortiment de thermocautères et manches pour la galvanocaustie ORL et ophtalmique,,,boîte noire doublée de velours noir et de soie (?) violette contenant:- 3 manches- 24 cautères- 2 pièces (?),,début XXe siècle,1900,1924,début XXe siècle,,"Schaerer, Berne - Lausanne",,"Collections privées, Zurich",47.3768866,8.541694
5051,5051.jpg,Scarificateur,,,,,,,,,,M. Schaerer A.G.,,"Collections privées, St-Légier",46.4717185,6.8767709
5038,5038.jpg,Mandrins Dilatateurs pour curetage de l’utérus,,,,,,,,,,Bott & Walla München,,"Collections privées, St-Légier",46.4717185,6.8767709
5037,5037.jpg,Cisaille à plâtre,,,,,,,,,,J. Tobler,,"Collections privées, St-Légier",46.4717185,6.8767709
5043,5043.jpg,Amygdalotome,,,,,,,,,,M. Schaerer S.A.,,"Collections privées, St-Légier",46.4717185,6.8767709
5052,5052.jpg,Pansement individuel,,,,,1937,1937,1937,1937,,,,Suisse,46.818188,8.227512
5039,5039.jpg,Porte aiguille et aiguille à suturer,,,,,,,,,,André Maier,,,,
5049,5049.jpg,Curette,,,,,,,,,,,,"Collections privées, St-Légier",46.4717185,6.8767709
5054,5054.jpg,Fioles d’Ether et de Mercursceine,,,5 ampoules-badigeon d’ether1 ampoule-badigeon de mercuresceine,,,,,,,,,,,
5050,5050.jpg,Verre à réaction,,,,,,,,,,,,"Collections privées, St-Légier",46.4717185,6.8767709
5041,5041.jpg,Speculum rectal,,,,,,,,,,"Collin, France",,"Collections privées, St-Légier",46.4717185,6.8767709
5042,5042.jpg,Speculum rectal ou vaginal,,,Inscriptions du fabricant : swiss made. Patented. Made in Switzerland.,,,,,,,Laxor,,"Collections privées, St-Légier",46.4717185,6.8767709
5047,5047.jpg,Rasoir,,,,,,,,,,"Carl Rader, Solingen, Germany",,"Collections privées, St-Légier",46.4717185,6.8767709
5045,5045.jpg,Rasoir avec étui,,,"inscription: 42 garantie parisle manche a été gravé et gratté, certainement par le propriétaire. ces marques sont illisibles.",,,,,,,"Mardor, Made in France",,"Collections privées, St-Légier",46.4717185,6.8767709
5046,5046.jpg,Rasoir avec étui,,,"Lame très rouillée, inscription indéchiffrable.Inscription sur le manche, indéchiffrable aussi, sans doute faite par le propriétaire?",,,,,,,"Thom frères, coutelier, Lausanne, Chaux-de-fonds (étui)",,"Collections privées, St-Légier",46.4717185,6.8767709
5044,5044.jpg,Tondeuse manuelle,,,,,,,,,,SOLLINGEN,,"Collections privées, St-Légier",46.4717185,6.8767709
5048,5048.jpg,Rasoir,,,,,,,,,,,,"Collections privées, St-Légier",46.4717185,6.8767709
5038,5038.jpg,Mécanisme pour l’extension de la nuque,,,"2 poulies; 1 bâton; 1 emballage de bandes de gaze; 1 support en métal (petit, bande de feutrine verte); 1 support en métal; 1 corde brune; 1 harnais en coton blanc avec 2 pièces métallique; 1 pièce métallique similaire à  celles du harnais; harnais en tissu et velcro; 1 barre métallique en épingle à cheveu; 1 barre métallique droite; sac en tissu; 2 feuillets explicatifs",,utilisé entre 1940 et 1975,1940,1975,utilisé entre 1940 et 1975,,,,"Collections privées, St-Légier",46.4717185,6.8767709
